experiment,variant,controller_mode,mpc_model,nn_model,terrain,path,speed_mps,bumpiness,seed,run_dir,status,rc,wall_s,sim_s,rt_factor,diag_csv,collision_csv,shield_csv,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,p95_speed_mps,speed_ratio,mean_solve_ms,p99_solve_ms,progress_m,final_x_m,final_y_m,collisions,collision_source,near_misses,min_clearance_m,intervention_rate_pct,filter_solve_ms,mean_abs_dsteer,mean_abs_dthrottle,notes,extra_sim_diag_csv,extra_launch_identity_match,extra_observed_path,extra_observed_speed_mps,extra_observed_sim_seed,extra_observed_ros_domain_id,extra_observed_sim_ports,extra_observed_ctrl_ports,extra_profile_estimator_diagnostics_applicable,extra_profile_estimator_diagnostics_complete,extra_profile_estimator_diagnostics_error,extra_profile_estimator_required_concurrent_windows,extra_profile_estimator_publication_ready,extra_profile_estimator_publication_applied,extra_profile_estimator_abstained,extra_profile_estimator_readiness_rows,extra_profile_estimator_update_rows,extra_profile_estimator_time_to_first_ready_s,extra_profile_estimator_time_to_first_update_s,extra_profile_estimator_max_concurrent_windows,extra_profile_estimator_lifetime_accepted_windows,extra_profile_estimator_lifetime_rejected_windows,extra_profile_estimator_profile_force_gain_final,extra_profile_estimator_profile_ax_bias_final_mps2,extra_profile_estimator_profile_ay_bias_final_mps2,extra_profile_estimator_profile_bound_hits_max,extra_profile_estimator_feature_envelope_excursions_max,extra_profile_estimator_readiness_consistent,extra_estimator_backend,extra_estimator_contract_version,extra_conditioning_role,extra_controller_prior_terrain,extra_reference_profile_sha256,extra_reference_policy,extra_truth_free_controller_packet,extra_controller_tire_force_truth_rows,extra_profile_estimator_snapshot_rows,extra_profile_estimator_unique_snapshot_count,extra_profile_estimator_ready_snapshot_count,extra_profile_estimator_applied_snapshot_count,extra_profile_estimator_final_snapshot_seq,extra_profile_estimator_fallback_rows,extra_profile_estimator_max_evidence_age_s,extra_profile_estimator_min_snapshot_confidence,extra_profile_estimator_max_boundary_mass,extra_profile_estimator_min_observability_singular_value,extra_profile_estimator_update_wall_ms_median,extra_profile_estimator_update_wall_ms_p95,extra_profile_estimator_update_wall_ms_max
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,5.0,0,400,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0000_nn_static_clay_sinusoidal_v5_b0_s400,ok,0,24.19751238822937,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0000_nn_static_clay_sinusoidal_v5_b0_s400/20260827_230000_450551_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1667,0.06901702053881346,0.211665,0.055084441,4.202496999999999,4.942025,0.8404993999999999,6.002327534493102,6.633399999999999,160.24582477232033,59.512228,-1.722069,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,5.0,400,53,[25000],[25001],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,f544d4c607d9f35cff9cbf38b8d140aa1d8904401cf08a56f3c5a58132af58c5,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,5.0,0,403,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0003_nn_static_clay_sinusoidal_v5_b0_s403,ok,0,25.978763103485107,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0003_nn_static_clay_sinusoidal_v5_b0_s403/20260827_230026_210882_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1228,0.08137690054873056,0.266758,0.0633241381294964,4.092810215827338,4.94275,0.8185620431654677,14.585765472312703,16.37,125.849453528287,56.835715,-1.955979,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,5.0,403,59,[25006],[25007],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,f544d4c607d9f35cff9cbf38b8d140aa1d8904401cf08a56f3c5a58132af58c5,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,7.0,0,402,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0007_nn_static_clay_sinusoidal_v7_b0_s402,ok,0,26.17259669303894,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0007_nn_static_clay_sinusoidal_v7_b0_s402/20260827_230026_160678_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1281,0.12260135310371321,0.37903,0.09178398654104979,4.400190309555855,5.1990799999999995,0.6285986156508364,14.013708040593285,15.268000000000002,131.64476153827303,62.380714,-1.244962,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,7.0,402,67,[25014],[25015],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,5.0,0,401,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0001_nn_static_clay_sinusoidal_v5_b0_s401,ok,0,26.179370880126953,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0001_nn_static_clay_sinusoidal_v5_b0_s401/20260827_230026_199324_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1245,0.09703898949171207,0.359075,0.07395005205479452,4.383516575342465,4.953715,0.8767033150684931,14.475068273092369,15.695599999999999,131.01231670418707,63.838728,-0.642065,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,5.0,401,55,[25002],[25003],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,f544d4c607d9f35cff9cbf38b8d140aa1d8904401cf08a56f3c5a58132af58c5,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,7.0,0,400,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0005_nn_static_clay_sinusoidal_v7_b0_s400,ok,0,26.178826808929443,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0005_nn_static_clay_sinusoidal_v7_b0_s400/20260827_230026_254174_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1282,0.09483868625921409,0.3022,0.07268475407608696,4.154174048913044,5.0451,0.5934534355590062,14.016521060842434,15.5919,131.51334205603106,58.189095,-1.965425,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,7.0,400,63,[25010],[25011],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,5.0,0,402,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0002_nn_static_clay_sinusoidal_v5_b0_s402,ok,0,26.225252389907837,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0002_nn_static_clay_sinusoidal_v5_b0_s402/20260827_230026_219670_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1260,0.0915610434114108,0.321886,0.07118833288409704,4.4367439353099725,4.9925,0.8873487870619945,14.311888888888891,15.398200000000003,130.88449606229568,66.224362,0.459471,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,5.0,402,57,[25004],[25005],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,f544d4c607d9f35cff9cbf38b8d140aa1d8904401cf08a56f3c5a58132af58c5,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,7.0,0,403,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0008_nn_static_clay_sinusoidal_v7_b0_s403,ok,0,26.23738980293274,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0008_nn_static_clay_sinusoidal_v7_b0_s403/20260827_230026_172661_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1256,0.11827999631036286,0.40136,0.08783833287671233,4.455550547945205,5.156479999999999,0.6365072211350293,14.337643312101912,15.716000000000003,131.11898217002442,63.587857,-0.864355,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,7.0,403,69,[25016],[25017],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,7.0,0,401,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0006_nn_static_clay_sinusoidal_v7_b0_s401,ok,0,26.27486228942871,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0006_nn_static_clay_sinusoidal_v7_b0_s401/20260827_230026_413213_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1256,0.10299202306877019,0.322783,0.07746443110504775,4.315914870395634,5.091,0.6165592671993763,14.33269904458599,15.857500000000005,129.47558156646676,60.871215,-1.672314,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,7.0,401,65,[25012],[25013],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,5.0,0,404,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0004_nn_static_clay_sinusoidal_v5_b0_s404,ok,0,26.28063702583313,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0004_nn_static_clay_sinusoidal_v5_b0_s404/20260827_230026_185732_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1274,0.08527925297904757,0.311764,0.06442245975443382,4.100758935879946,5.0132,0.8201517871759891,14.112794348508634,15.7808,132.07484263257106,57.568858,-1.934804,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,5.0,404,61,[25008],[25009],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,f544d4c607d9f35cff9cbf38b8d140aa1d8904401cf08a56f3c5a58132af58c5,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,9.0,0,402,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0012_nn_static_clay_sinusoidal_v9_b0_s402,ok,0,25.92856502532959,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0012_nn_static_clay_sinusoidal_v9_b0_s402/20260827_230052_795826_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1261,0.10369049094353772,0.355756,0.08020699585635359,4.309413259668508,5.14347,0.4788236955187231,14.231245043616179,15.744000000000014,131.33262912691094,60.397873,-1.802728,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,9.0,402,77,[25024],[25025],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,9.0,0,401,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0011_nn_static_clay_sinusoidal_v9_b0_s401,ok,0,25.97794795036316,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0011_nn_static_clay_sinusoidal_v9_b0_s401/20260827_230052_651751_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1259,0.13312176417315455,0.4305,0.0988089054054054,4.693543783783784,5.190645,0.5215048648648648,14.279444003177124,15.89,134.97305123984353,69.552513,1.593611,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,9.0,401,75,[25022],[25023],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,5.0,0,401,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0016_nn_static_clay_lane_change_v5_b0_s401,ok,0,26.026642084121704,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0016_nn_static_clay_lane_change_v5_b0_s401/20260827_230052_486339_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1246,0.1127325235541425,0.497999,0.06980821322537112,4.446018083670715,5.5206,0.889203616734143,14.494293739967897,15.4455,135.0958975962041,80.879957,3.031833,0,chrono_body_contact,0,,,,,,,,True,lane_change,5.0,401,85,[25032],[25033],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,c95613694247a1005b45d05d79e96eab52db905aea2667907ed2515e9ac3b36a,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,7.0,0,404,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0009_nn_static_clay_sinusoidal_v7_b0_s404,ok,0,26.027677059173584,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0009_nn_static_clay_sinusoidal_v7_b0_s404/20260827_230052_643361_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1241,0.12081546037775727,0.380856,0.0914676941015089,4.640901508916324,5.21034,0.6629859298451891,14.498686543110393,15.877999999999997,132.77977705890447,69.801283,1.763507,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,7.0,404,71,[25018],[25019],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,9.0,0,404,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0014_nn_static_clay_sinusoidal_v9_b0_s404,ok,0,26.0276198387146,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0014_nn_static_clay_sinusoidal_v9_b0_s404/20260827_230052_703446_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1260,0.10309746932570112,0.322741,0.0809341320754717,4.592481940700808,5.140725,0.5102757711889787,14.320936507936507,15.388200000000003,135.01545734297738,68.934287,1.522074,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,9.0,404,81,[25028],[25029],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,9.0,0,403,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0013_nn_static_clay_sinusoidal_v9_b0_s403,ok,0,26.02763032913208,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0013_nn_static_clay_sinusoidal_v9_b0_s403/20260827_230052_388150_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1266,0.10107530657276477,0.341152,0.07635124076607387,4.3078993160054715,5.1631,0.4786554795561635,14.195718799368088,15.45,128.1272728763869,60.765969,-1.720313,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,9.0,403,79,[25026],[25027],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,5.0,0,400,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0015_nn_static_clay_lane_change_v5_b0_s400,ok,0,26.13488793373108,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0015_nn_static_clay_lane_change_v5_b0_s400/20260827_230052_719544_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1162,0.12952806221225227,0.521351,0.07823117867435159,4.450595244956772,5.430535,0.8901190489913544,15.524285714285716,16.556800000000013,128.91636785663064,80.375477,3.020188,0,chrono_body_contact,0,,,,,,,,True,lane_change,5.0,400,83,[25030],[25031],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,c95613694247a1005b45d05d79e96eab52db905aea2667907ed2515e9ac3b36a,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,sinusoidal,9.0,0,400,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0010_nn_static_clay_sinusoidal_v9_b0_s400,ok,0,26.17929744720459,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0010_nn_static_clay_sinusoidal_v9_b0_s400/20260827_230052_666652_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,1256,0.09814746286590985,0.362323,0.07458757162534435,4.261741873278237,5.10605,0.473526874808693,14.327635350318474,16.544000000000004,128.0417789968164,59.73567,-1.885482,0,chrono_body_contact,0,,,,,,,,True,sinusoidal,9.0,400,73,[25020],[25021],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,dc58ccfda201c75bc0d828da6f9710e91377898701de047f0e4ef191b0e89544,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,5.0,0,402,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0017_nn_static_clay_lane_change_v5_b0_s402,ok,0,26.024906635284424,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0017_nn_static_clay_lane_change_v5_b0_s402/20260827_230118_930115_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1247,0.1473952233348094,0.597891,0.08874497590361445,4.380089156626505,5.38597,0.8760178313253011,14.496992782678428,15.5854,135.39615343459462,80.04732,3.087418,0,chrono_body_contact,0,,,,,,,,True,lane_change,5.0,402,87,[25034],[25035],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,c95613694247a1005b45d05d79e96eab52db905aea2667907ed2515e9ac3b36a,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,7.0,0,404,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0024_nn_static_clay_lane_change_v7_b0_s404,ok,0,26.077068090438843,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0024_nn_static_clay_lane_change_v7_b0_s404/20260827_230118_887132_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1233,0.399045617116672,0.755723,0.2963284191374663,4.359184770889487,6.855185,0.622740681555641,14.607161394971612,16.509600000000013,141.5551799511632,83.827073,3.691961,0,chrono_body_contact,0,,,,,,,,True,lane_change,7.0,404,0,[25048],[25049],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,7085653a638402e5abfa5737dcf5188cf3bc55fb7a7340a71403cb917f35b2aa,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,5.0,0,404,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0019_nn_static_clay_lane_change_v5_b0_s404,ok,0,26.08240270614624,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0019_nn_static_clay_lane_change_v5_b0_s404/20260827_230118_782550_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1217,0.12476645597067078,0.467856,0.07728963623789765,4.498415214384509,5.40969,0.8996830428769018,14.863344289235824,15.873599999999998,134.90758775040877,80.245456,3.07048,0,chrono_body_contact,0,,,,,,,,True,lane_change,5.0,404,91,[25038],[25039],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,c95613694247a1005b45d05d79e96eab52db905aea2667907ed2515e9ac3b36a,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,5.0,0,403,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0018_nn_static_clay_lane_change_v5_b0_s403,ok,0,26.126823902130127,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0018_nn_static_clay_lane_change_v5_b0_s403/20260827_230118_812921_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1223,0.12764206971864356,0.509429,0.07977831181318683,4.421891620879121,5.399015,0.8843783241758242,14.758421913327881,15.841199999999999,134.27701074171415,80.461877,2.966843,0,chrono_body_contact,0,,,,,,,,True,lane_change,5.0,403,89,[25036],[25037],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,c95613694247a1005b45d05d79e96eab52db905aea2667907ed2515e9ac3b36a,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,7.0,0,400,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0020_nn_static_clay_lane_change_v7_b0_s400,ok,0,26.128441333770752,20.0,1.0,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0020_nn_static_clay_lane_change_v7_b0_s400/20260827_230118_816409_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1185,0.16602197608839694,0.698258,0.09596792628650905,4.14596842837274,6.81814,0.5922812040532486,15.173856540084389,17.7416,135.45939802724504,81.919763,2.994172,0,chrono_body_contact,0,,,,,,,,True,lane_change,7.0,400,93,[25040],[25041],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,7085653a638402e5abfa5737dcf5188cf3bc55fb7a7340a71403cb917f35b2aa,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
tire_model_with_estimator_ablation,nn_static,standard,nn,tire_force_static,clay,lane_change,7.0,0,401,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0021_nn_static_clay_lane_change_v7_b0_s401,ok,0,26.125779390335083,20.0,0.99,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/tire_model_with_estimator_ablation_20260827_225959/raw/0021_nn_static_clay_lane_change_v7_b0_s401/20260827_230118_934166_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,1259,0.15673503276580145,0.640147,0.09438582460732985,4.105899083769634,6.648195,0.5865570119670905,14.348260524225575,15.804200000000002,140.06010682276488,80.981653,2.96537,0,chrono_body_contact,0,,,,,,,,True,lane_change,7.0,401,95,[25042],[25043],False,True,,12,False,False,False,0,0,,,0,0,0,,,,0,0,True,disabled,backend_compatibility,matched-terrain oracle-information baseline,matched_plant,7085653a638402e5abfa5737dcf5188cf3bc55fb7a7340a71403cb917f35b2aa,shared_worst_case_phi13_curvature_v1,True,0,,,,,,,,,,,,,
