variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std
nn_static,135,135,0.11983161011518872,0.0815202913249735,0.6301707236534814,0.15319816328948102,4.183781209762386,0.37380943094729585,14.678913129191013,0.8815835404511667
nn_estimator,135,135,0.1484120925701004,0.0815468095514985,0.6366160343554734,0.1529221358813785,4.224172613270822,0.316098668888213,14.800435484341644,0.4153793827013526
nn_parent_estimator,135,135,0.12805892837357077,0.08487581341276924,0.6340984552265231,0.15191222858502165,4.211839612520309,0.3588219593630661,14.777398700894064,0.45175213390554997
nn_fixed_fallback,135,135,0.1489907667416221,0.09207054879785953,0.6242227505781481,0.15214281781980468,4.138306482893321,0.3107894176800682,14.658038023316632,1.065324200321649
