variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,intervention_rate_pct_mean,intervention_rate_pct_std,mean_abs_dsteer_mean,mean_abs_dsteer_std,mean_abs_dthrottle_mean,mean_abs_dthrottle_std,rt_factor_mean,rt_factor_std,rms_cte_m_mean,rms_cte_m_std
none_blind,405,405,2.0148148148148146,1.0363577585662074,2.7679012345679013,1.3807218624720814,-1.0086236913580247,0.7578690792069867,,,,,,,0.984246913580247,0.010183381511796062,0.5659194095908399,0.6301932734198263
none_aware,405,405,0.26666666666666666,0.5339929913879818,1.054320987654321,0.929181661505559,0.49611337777777775,0.9108695293138354,,,,,,,0.9895555555555555,0.002866674341842492,2.1120448255543525,0.9323817599564966
dob_cbf_blind,405,405,0.0345679012345679,0.18290863232499477,1.8592592592592592,1.4062957607760462,1.364791911111111,1.8651068125093635,55.940246913580246,18.402289056341328,0.4487904308463878,0.20154757516587263,0.28422119175892746,0.30370528860737916,0.9824938271604937,0.009923124628653803,1.7179916123489345,1.01399227114062
dob_cbf_aware,405,405,0.0024691358024691358,0.04969039949999535,0.1259259259259259,0.36755068949865277,2.9020179086419753,1.678511424258605,44.03135802469136,21.047619968051507,0.24244786095521917,0.11032879197387083,0.28081910175791475,0.24203033403949056,0.9867407407407407,0.006803060205732137,1.6543690652576533,1.1690628790342088
