variant,terrain,path,bumpiness,seed,status,mean_u_window,max_cte_window,x_max_m,window_rows,sim_port,attempts
grit,clay,sinusoidal,0,403,ok,5.060848872180451,0.812133,155.926829,532,32750,1
grit,clay,sinusoidal,0,404,ok,4.973708193668529,0.499426,156.066119,537,33000,1
grit,clay,sinusoidal,4,400,ok,5.056901145038168,0.46533,156.615679,524,33250,1
grit,clay,sinusoidal,4,401,ok,5.017346341463415,0.498264,156.315537,533,33500,1
grit,clay,sinusoidal,4,402,ok,5.038515543071161,0.57612,156.214835,534,33750,1
grit,clay,sinusoidal,4,403,ok,5.047766905187836,0.567372,156.269812,559,34000,1
grit,clay,sinusoidal,4,404,ok,5.112924716981132,0.675765,156.531555,530,34250,1
grit,clay,sinusoidal,8,400,ok,4.394862237762238,0.324826,154.533487,572,32500,1
grit,clay,sinusoidal,8,401,ok,4.39765415282392,0.322614,153.569745,602,32750,1
grit,clay,sinusoidal,8,402,ok,4.463951591289782,0.354114,152.738367,597,33000,1
grit,clay,sinusoidal,8,403,ok,4.38830368,0.271295,153.930422,625,33250,1
grit,clay,sinusoidal,8,404,ok,4.462530477759473,0.30207,154.999004,607,33500,1
grit,dirt,lane_change,0,400,ok,7.303743356643357,0.14421,83.654694,143,33000,1
grit,dirt,lane_change,0,401,ok,7.322694244604316,0.131606,81.505614,139,33250,1
grit,dirt,lane_change,0,402,ok,7.329128467153285,0.206558,81.273781,137,33500,1
grit,dirt,lane_change,0,403,ok,7.382295000000001,0.179065,81.178844,140,33750,1
grit,dirt,lane_change,0,404,ok,7.296179136690647,0.162528,83.005231,139,34000,1
grit,dirt,lane_change,4,400,ok,7.331162589928057,0.167521,81.054483,139,34250,1
grit,dirt,lane_change,4,401,ok,7.323135507246376,0.147832,81.05593,138,32500,1
grit,dirt,lane_change,4,402,ok,7.3494514925373124,0.198724,83.553007,134,32750,1
grit,dirt,lane_change,4,403,ok,7.330038970588236,0.146004,81.627911,136,33000,1
grit,dirt,lane_change,4,404,ok,7.319489051094891,0.1585,81.320249,137,33250,1
grit,dirt,lane_change,8,400,ok,7.029012408759124,0.150845,80.799938,137,33500,1
grit,dirt,lane_change,8,401,ok,7.039054615384615,0.158142,80.890657,130,33750,1
grit,dirt,lane_change,8,402,ok,7.099396296296296,0.235071,81.034567,135,34000,1
grit,dirt,lane_change,8,403,ok,7.069980985915493,0.253317,81.479503,142,34250,1
grit,dirt,lane_change,8,404,ok,7.083646969696971,0.143775,81.641009,132,32500,1
grit,dirt,right_left,0,400,ok,4.655330503978779,0.192353,75.12172,377,32750,1
grit,dirt,right_left,0,401,ok,4.586397668393783,0.150135,75.219114,386,33000,1
grit,dirt,right_left,0,402,ok,4.707613764044944,0.179906,75.150901,356,33250,1
grit,dirt,right_left,0,403,ok,4.703341176470588,0.158941,75.110616,374,33500,1
grit,dirt,right_left,0,404,ok,4.582859416445624,0.183193,74.906358,377,33750,1
grit,dirt,right_left,4,400,ok,4.722807692307692,0.215153,75.189657,364,34000,1
grit,dirt,right_left,4,401,ok,4.747412044817927,0.154139,74.796533,357,34250,1
grit,dirt,right_left,4,402,ok,4.57354094488189,0.174032,75.140934,381,32500,1
grit,dirt,right_left,4,403,ok,4.565406332453826,0.172937,75.218213,379,32750,1
grit,dirt,right_left,4,404,ok,4.817869578313253,0.219096,74.919775,332,33000,1
grit,dirt,right_left,8,400,ok,5.673378175895766,0.201565,74.712101,307,33250,1
grit,dirt,right_left,8,401,ok,5.6517891525423725,0.187767,74.635734,295,33500,1
grit,dirt,right_left,8,402,ok,5.635271009771987,0.200992,74.62556,307,33750,1
grit,dirt,right_left,8,403,ok,5.865304436860068,0.191978,74.760056,293,34000,1
grit,dirt,right_left,8,404,ok,5.363340880503146,0.180022,74.638643,318,34250,1
grit,dirt,sinusoidal,0,400,ok,5.521076470588235,0.255066,155.52293,493,33250,1
grit,dirt,sinusoidal,0,401,ok,5.613442013129102,0.28579,155.565076,457,33500,1
grit,dirt,sinusoidal,0,402,ok,5.661685836909871,0.34292,155.432063,466,33750,1
grit,dirt,sinusoidal,0,403,ok,5.562226666666667,0.233112,154.814459,495,34000,1
grit,dirt,sinusoidal,0,404,ok,5.673536842105263,0.347051,155.949105,494,34250,1
grit,dirt,sinusoidal,4,400,ok,5.667603781512605,0.276409,156.287012,476,32500,1
grit,dirt,sinusoidal,4,401,ok,5.736365199161424,0.262626,155.248043,477,32750,1
grit,dirt,sinusoidal,4,402,ok,5.56264033970276,0.231576,155.797558,471,33000,1
grit,dirt,sinusoidal,4,403,ok,5.568459623430963,0.218249,155.675972,478,33250,1
grit,dirt,sinusoidal,4,404,ok,5.505621666666667,0.295425,155.800859,480,33500,1
grit,dirt,sinusoidal,8,400,ok,4.824200886524823,0.267232,155.81277,564,33750,1
grit,dirt,sinusoidal,8,401,ok,4.830698741007195,0.285275,155.571347,556,34000,1
grit,dirt,sinusoidal,8,402,ok,5.015814928057554,0.271337,155.688364,556,34250,1
grit,dirt,sinusoidal,8,403,ok,5.049781851851852,0.284383,155.480475,540,32500,1
grit,dirt,sinusoidal,8,404,ok,4.990530018416207,0.279582,155.56981,543,32750,1
grit,sand,lane_change,0,400,ok,6.099577844311377,0.149488,80.81949,167,34250,1
grit,sand,lane_change,0,401,ok,6.154554362416108,0.12645,81.543921,149,32500,1
grit,sand,lane_change,0,402,ok,6.129493865030675,0.189038,81.600448,163,32750,1
grit,sand,lane_change,0,403,ok,6.1518155688622755,0.168953,81.444466,167,33000,1
grit,sand,lane_change,0,404,ok,6.034851176470588,0.133026,81.894926,170,33250,1
grit,sand,lane_change,4,400,ok,6.076285294117647,0.15094,81.131051,170,33500,1
grit,sand,lane_change,4,401,ok,6.049540588235293,0.128131,81.715264,170,33750,1
grit,sand,lane_change,4,402,ok,6.051023668639053,0.191657,81.308522,169,34000,1
grit,sand,lane_change,4,403,ok,6.025316766467067,0.157938,81.8026,167,34250,1
grit,sand,lane_change,4,404,ok,6.008322085889571,0.127604,81.215332,163,32500,1
grit,sand,lane_change,8,400,ok,5.856857988165681,0.178756,80.533731,169,32750,1
grit,sand,lane_change,8,401,ok,5.857843113772455,0.134943,80.274646,167,33000,1
grit,sand,lane_change,8,402,ok,5.758469642857143,0.200601,80.71578,168,33250,1
grit,sand,lane_change,8,403,ok,5.825075903614458,0.17326,80.474287,166,33500,1
grit,sand,lane_change,8,404,ok,5.79733870967742,0.191586,80.702329,155,33750,1
grit,sand,right_left,0,400,ok,5.783124113475177,0.181317,75.276777,282,34000,1
grit,sand,right_left,0,401,ok,5.79333,0.160121,75.047376,290,34250,1
grit,sand,right_left,0,402,ok,5.798818983050847,0.160266,75.14092,295,32500,1
grit,sand,right_left,0,403,ok,5.777944366197183,0.14984,75.529741,284,32750,1
grit,sand,right_left,0,404,ok,5.769278091872791,0.247788,75.067235,283,33000,1
grit,sand,right_left,4,400,ok,5.800544791666667,0.182473,74.978755,288,33250,1
grit,sand,right_left,4,401,ok,5.811489772727273,0.138494,74.979048,264,33500,1
grit,sand,right_left,4,402,ok,5.796671777003485,0.161454,75.004076,287,33750,1
grit,sand,right_left,4,403,ok,5.827694863013698,0.193015,75.618321,292,34000,1
grit,sand,right_left,4,404,ok,5.799226804123712,0.216685,75.080566,291,34250,1
grit,sand,right_left,8,400,ok,5.42951554054054,0.218068,74.481132,296,32500,1
grit,sand,right_left,8,401,ok,5.497529109589041,0.253545,74.636226,292,32750,1
grit,sand,right_left,8,402,ok,5.463183802816901,0.155313,74.368383,284,33000,1
grit,sand,right_left,8,403,ok,5.502175244299675,0.183809,74.807136,307,33250,1
grit,sand,right_left,8,404,ok,5.459339935064936,0.222804,74.537306,308,33500,1
grit,sand,sinusoidal,0,400,ok,5.444796732026144,0.320752,156.030432,459,32500,1
grit,sand,sinusoidal,0,401,ok,5.5294699152542375,0.298742,156.078651,472,32750,1
grit,sand,sinusoidal,0,402,ok,5.5128860784313725,0.288254,156.062888,510,33000,1
grit,sand,sinusoidal,0,403,ok,5.436746435845214,0.327217,156.055032,491,33250,1
grit,sand,sinusoidal,0,404,ok,5.544147379454927,0.318143,156.068994,477,33500,1
grit,sand,sinusoidal,4,400,ok,5.540382696177063,0.268104,156.000388,497,33750,1
grit,sand,sinusoidal,4,401,ok,5.537004174950297,0.273121,155.955113,503,34000,1
grit,sand,sinusoidal,4,402,ok,5.510025510204082,0.288619,156.060028,490,34250,1
grit,sand,sinusoidal,4,403,ok,5.447664718162839,0.208057,156.130285,479,32500,1
grit,sand,sinusoidal,4,404,ok,5.509172141372141,0.239428,155.925355,481,32750,1
grit,sand,sinusoidal,8,400,ok,4.794226618705037,0.288725,156.027625,556,33000,1
grit,sand,sinusoidal,8,401,ok,5.001400750469044,0.287192,155.978974,533,33250,1
grit,sand,sinusoidal,8,402,ok,4.89294010989011,0.290527,156.08331,546,33500,1
grit,sand,sinusoidal,8,403,ok,4.7918460405156535,0.271523,156.057106,543,33750,1
grit,sand,sinusoidal,8,404,ok,4.989413773584905,0.251447,156.009912,530,34000,1
oracle,clay,lane_change,0,400,ok,7.008392567567567,0.169022,84.875417,148,34000,1
oracle,clay,lane_change,0,401,ok,7.018628378378379,0.128261,85.907847,148,34250,1
oracle,clay,lane_change,0,402,ok,7.007872602739725,0.198433,87.199287,146,32500,1
oracle,clay,lane_change,0,403,ok,7.101143055555555,0.212634,87.592988,144,32750,1
oracle,clay,lane_change,0,404,ok,6.970645578231292,0.135869,85.254922,147,33000,1
oracle,clay,lane_change,4,400,ok,7.078821276595744,0.203084,87.13647,141,33250,1
oracle,clay,lane_change,4,401,ok,7.030819078947369,0.18089,87.879037,152,33500,1
oracle,clay,lane_change,4,402,ok,6.948471333333332,0.190523,84.717119,150,33750,1
oracle,clay,lane_change,4,403,ok,6.995696621621621,0.159571,84.3892,148,34000,1
oracle,clay,lane_change,4,404,ok,7.045131168831169,0.225382,82.693447,154,34250,1
oracle,clay,lane_change,8,400,ok,6.871961392405064,0.194881,85.105802,158,32500,1
oracle,clay,lane_change,8,401,ok,6.868177848101266,0.139666,84.792984,158,32750,1
oracle,clay,lane_change,8,402,ok,6.820188811188811,0.203966,86.168179,143,33000,1
oracle,clay,lane_change,8,403,ok,6.8785335443037985,0.14905,85.536516,158,33250,1
oracle,clay,lane_change,8,404,ok,6.807870063694268,0.159805,85.662577,157,33500,1
oracle,clay,right_left,0,400,ok,5.826190506329114,0.189672,74.871427,316,33750,1
oracle,clay,right_left,0,401,ok,5.855287616099071,0.198881,74.981685,323,34000,1
oracle,clay,right_left,0,402,ok,5.959377124183006,0.147307,75.220327,306,34250,1
oracle,clay,right_left,0,403,ok,5.904732155477031,0.158613,75.155284,283,32500,1
oracle,clay,right_left,0,404,ok,5.892353289473684,0.157766,75.053657,304,32750,1
oracle,clay,right_left,4,400,ok,5.756299675324676,0.255919,74.485434,308,33000,1
oracle,clay,right_left,4,401,ok,5.886840136054421,0.190258,74.883107,294,33250,1
oracle,clay,right_left,4,402,ok,5.917428145695364,0.219705,75.340169,302,33500,1
oracle,clay,right_left,4,403,ok,5.811180769230769,0.195501,74.642008,312,33750,1
oracle,clay,right_left,4,404,ok,5.852270764119601,0.175522,74.856818,301,34000,1
oracle,clay,right_left,8,400,ok,5.7544198051948054,0.381572,74.382502,308,34250,1
oracle,clay,right_left,8,401,ok,5.702132450331125,0.23872,74.371716,302,32500,1
oracle,clay,right_left,8,402,ok,5.7258019354838705,0.205348,74.438104,310,32750,1
oracle,clay,right_left,8,403,ok,5.8316304794520555,0.306732,74.805838,292,33000,1
oracle,clay,right_left,8,404,ok,5.759166666666667,0.303851,74.459253,318,33250,1
oracle,clay,sinusoidal,0,400,ok,4.755163048498845,0.271278,155.631482,866,32500,1
oracle,clay,sinusoidal,0,401,ok,4.718815728476821,0.328833,155.17375,604,32500,1
oracle,clay,sinusoidal,0,402,ok,4.841074787052811,0.424841,154.392085,587,32750,1
oracle,clay,sinusoidal,0,403,ok,4.800862086092715,0.319061,154.71707,604,33000,1
oracle,clay,sinusoidal,0,404,ok,4.7691981697171375,0.396702,155.254731,601,33250,1
oracle,clay,sinusoidal,4,400,ok,4.7683329824561405,0.332113,154.110137,570,33500,1
oracle,clay,sinusoidal,4,401,ok,4.733871926910299,0.313308,154.44048,602,33750,1
oracle,clay,sinusoidal,4,402,ok,4.8089635593220335,0.296947,155.775492,590,34000,1
oracle,clay,sinusoidal,4,403,ok,4.811174702886248,0.278731,154.934437,589,34250,1
oracle,clay,sinusoidal,4,404,ok,4.810598813559323,0.276602,154.968154,590,32500,1
oracle,clay,sinusoidal,8,400,ok,4.744187580645161,0.540831,154.983695,620,32750,1
oracle,clay,sinusoidal,8,401,ok,4.7753621035058424,0.437532,155.007202,599,33000,1
oracle,clay,sinusoidal,8,402,ok,4.7294795041322315,0.430838,152.89849,605,33250,1
oracle,clay,sinusoidal,8,403,ok,4.78610197693575,0.487544,154.211186,607,33500,1
oracle,clay,sinusoidal,8,404,ok,4.712809893992932,0.46372,154.960785,566,33750,1
oracle,dirt,lane_change,0,400,ok,7.573793525179856,0.174426,82.061506,139,33250,1
oracle,dirt,lane_change,0,401,ok,7.514116666666667,0.144121,81.819085,138,33500,1
oracle,dirt,lane_change,0,402,ok,7.4508445255474465,0.234447,82.399232,137,33750,1
oracle,dirt,lane_change,0,403,ok,7.5119605839416055,0.14431,82.089416,137,34000,1
oracle,dirt,lane_change,0,404,ok,7.456222900763358,0.172336,81.946852,131,34250,1
oracle,dirt,lane_change,4,400,ok,7.561220714285714,0.159163,81.837856,140,32500,1
oracle,dirt,lane_change,4,401,ok,7.500006206896551,0.170513,82.177483,145,32750,1
oracle,dirt,lane_change,4,402,ok,7.48978273381295,0.243972,82.144248,139,33000,1
oracle,dirt,lane_change,4,403,ok,7.47495,0.184104,82.13029,142,33250,1
oracle,dirt,lane_change,4,404,ok,7.4992514084507045,0.166949,81.823508,142,33500,1
oracle,dirt,lane_change,8,400,ok,7.2900889705882355,0.207459,83.06079,136,33750,1
oracle,dirt,lane_change,8,401,ok,7.2630914893617025,0.159544,82.980588,141,34000,1
oracle,dirt,lane_change,8,402,ok,7.26614861111111,0.228069,83.090603,144,34250,1
oracle,dirt,lane_change,8,403,ok,7.270252083333334,0.186807,82.798834,144,32500,1
oracle,dirt,lane_change,8,404,ok,7.267719727891157,0.197441,82.818453,147,32750,1
oracle,dirt,right_left,0,400,ok,4.773680913978495,0.212909,74.787562,372,33000,1
oracle,dirt,right_left,0,401,ok,6.525810852713178,0.239194,74.194909,258,33250,1
oracle,dirt,right_left,0,402,ok,6.672949442379182,0.2521,74.487703,269,33500,1
oracle,dirt,right_left,0,403,ok,6.190257439446366,0.354017,74.612033,289,33750,1
oracle,dirt,right_left,0,404,ok,4.6388216931216935,0.22787,75.038153,378,34000,1
oracle,dirt,right_left,4,400,ok,4.838511764705882,0.206634,74.872919,374,34250,1
oracle,dirt,right_left,4,401,ok,6.493458214285714,0.284539,74.300203,280,32500,1
oracle,dirt,right_left,4,402,ok,4.720019327731092,0.302736,75.101462,357,32750,1
oracle,dirt,right_left,4,403,ok,4.756555172413793,0.313662,74.94464,377,33000,1
oracle,dirt,right_left,4,404,ok,4.633077720207254,0.228232,75.103094,386,33250,1
oracle,dirt,right_left,8,400,ok,6.159044444444444,0.255439,74.394421,297,33500,1
oracle,dirt,right_left,8,401,ok,6.212209154929577,0.328705,74.213999,284,33750,1
oracle,dirt,right_left,8,402,ok,6.231601384083045,0.343451,74.347618,289,34000,1
oracle,dirt,right_left,8,403,ok,6.180890357142856,0.295795,74.478712,280,34250,1
oracle,dirt,right_left,8,404,ok,6.017594648829432,0.301375,74.47757,299,32500,1
oracle,dirt,sinusoidal,0,400,ok,5.792358677685949,0.252627,155.32754,484,33500,1
oracle,dirt,sinusoidal,0,401,ok,5.805921900826447,0.257877,155.747664,484,33750,1
oracle,dirt,sinusoidal,0,402,ok,5.827792292089249,0.296143,155.408445,493,34000,1
oracle,dirt,sinusoidal,0,403,ok,5.763530353430354,0.288982,155.481189,481,34250,1
oracle,dirt,sinusoidal,0,404,ok,5.8981522916666655,0.366124,154.967117,480,32500,1
oracle,dirt,sinusoidal,4,400,ok,5.852073913043478,0.306767,155.006026,483,32750,1
oracle,dirt,sinusoidal,4,401,ok,5.819483567134269,0.257259,155.265018,499,33000,1
oracle,dirt,sinusoidal,4,402,ok,5.912685507246377,0.301216,155.627456,483,33250,1
oracle,dirt,sinusoidal,4,403,ok,5.866028205128205,0.282268,155.51402,468,33500,1
oracle,dirt,sinusoidal,4,404,ok,5.781750590551181,0.273181,155.031108,508,33750,1
oracle,dirt,sinusoidal,8,400,ok,5.837898958333333,0.357241,155.563724,480,34000,1
oracle,dirt,sinusoidal,8,401,ok,5.815037678207739,0.389943,155.167613,491,34250,1
oracle,dirt,sinusoidal,8,402,ok,5.872871991701245,0.345375,155.24786,482,32500,1
oracle,dirt,sinusoidal,8,403,ok,5.837179141104294,0.356032,155.433966,489,32750,1
oracle,dirt,sinusoidal,8,404,ok,5.833047731755424,0.426488,155.472682,507,33000,1
oracle,sand,lane_change,0,400,ok,6.348716666666666,0.160094,82.069987,162,32500,1
oracle,sand,lane_change,0,401,ok,6.376031818181818,0.164436,82.054392,154,32750,1
oracle,sand,lane_change,0,402,ok,6.33117098765432,0.226757,82.172407,162,33000,1
oracle,sand,lane_change,0,403,ok,6.298129268292682,0.176249,81.938191,164,33250,1
oracle,sand,lane_change,0,404,ok,6.270730538922155,0.176949,82.135641,167,33500,1
oracle,sand,lane_change,4,400,ok,6.341860606060606,0.151154,82.190227,165,33750,1
oracle,sand,lane_change,4,401,ok,6.3268218934911244,0.166639,82.112622,169,34000,1
oracle,sand,lane_change,4,402,ok,6.334202424242424,0.231785,82.071982,165,34250,1
oracle,sand,lane_change,4,403,ok,6.312637790697674,0.185554,82.063268,172,32500,1
oracle,sand,lane_change,4,404,ok,6.297087898089171,0.124785,82.179826,157,32750,1
oracle,sand,lane_change,8,400,ok,6.072707777777778,0.168228,81.703088,180,33000,1
oracle,sand,lane_change,8,401,ok,6.063977777777778,0.172048,81.698093,171,33250,1
oracle,sand,lane_change,8,402,ok,6.069891860465117,0.213991,81.59684,172,33500,1
oracle,sand,lane_change,8,403,ok,6.111526315789473,0.167569,81.688098,171,33750,1
oracle,sand,lane_change,8,404,ok,6.00772558139535,0.168753,81.392192,172,34000,1
oracle,sand,right_left,0,400,ok,5.807384868421052,0.237712,75.402755,304,34250,1
oracle,sand,right_left,0,401,ok,5.790816774193549,0.232617,75.417365,310,32500,1
oracle,sand,right_left,0,402,ok,5.78144696485623,0.214379,74.881384,313,32750,1
oracle,sand,right_left,0,403,ok,5.805265798045603,0.268034,75.277003,307,33000,1
oracle,sand,right_left,0,404,ok,5.812876393442623,0.211778,75.295663,305,33250,1
oracle,sand,right_left,4,400,ok,5.865484280936455,0.173371,75.638814,299,33500,1
oracle,sand,right_left,4,401,ok,5.838923961661342,0.231977,75.507888,313,33750,1
oracle,sand,right_left,4,402,ok,5.8143209621993135,0.213195,75.086088,291,34000,1
oracle,sand,right_left,4,403,ok,5.8379969072164934,0.275518,75.464181,291,34250,1
oracle,sand,right_left,4,404,ok,5.805837133550489,0.276636,74.948164,307,32500,1
oracle,sand,right_left,8,400,ok,5.609655076923078,0.209777,74.98629,325,32750,1
oracle,sand,right_left,8,401,ok,5.605282769230769,0.230483,75.249496,325,33000,1
oracle,sand,right_left,8,402,ok,5.650130564784053,0.166299,75.309087,301,33250,1
oracle,sand,right_left,8,403,ok,5.60891723076923,0.247382,75.040716,325,33500,1
oracle,sand,right_left,8,404,ok,5.593919558359621,0.215021,75.392775,317,33750,1
oracle,sand,sinusoidal,0,400,ok,5.5811782608695655,0.274909,156.011859,506,32750,1
oracle,sand,sinusoidal,0,401,ok,5.574845341614908,0.279084,156.026361,483,33000,1
oracle,sand,sinusoidal,0,402,ok,5.574060474308301,0.271826,156.103339,506,33250,1
oracle,sand,sinusoidal,0,403,ok,5.579270669291338,0.280792,155.98858,508,33500,1
oracle,sand,sinusoidal,0,404,ok,5.581946401515151,0.279792,155.987613,528,33750,1
oracle,sand,sinusoidal,4,400,ok,5.577466535433071,0.310628,156.098664,508,34000,1
oracle,sand,sinusoidal,4,401,ok,5.582014041745731,0.280688,155.912248,527,34250,1
oracle,sand,sinusoidal,4,402,ok,5.577151717171716,0.26172,156.050679,495,32500,1
oracle,sand,sinusoidal,4,403,ok,5.565851698113208,0.282463,156.133884,530,32750,1
oracle,sand,sinusoidal,4,404,ok,5.579494129158513,0.258119,156.079704,511,33000,1
oracle,sand,sinusoidal,8,400,ok,5.403499239543726,0.277126,155.942269,526,33250,1
oracle,sand,sinusoidal,8,401,ok,5.403671212121211,0.307731,155.974702,528,33500,1
oracle,sand,sinusoidal,8,402,ok,5.409685714285715,0.339312,156.02509,518,33750,1
oracle,sand,sinusoidal,8,403,ok,5.39944584103512,0.284849,155.959157,541,34000,1
oracle,sand,sinusoidal,8,404,ok,5.4008228200371065,0.395401,156.023417,539,34250,1
