slip_ratio,slip_angle,velocity,vertical_load,steering_rate,d_slip_ratio,d_slip_angle,d_velocity,bekker_Kphi,bekker_Kc,bekker_n,mohr_cohesion,mohr_friction,janosi_shear,mesh_spacing,Fz,Fx,Fy,My,sinkage,kappa_cmd,alpha_cmd,velocity_cmd
0.717740,0.037191,9.481962,5270.987289,0.109196,0.300275,-0.000043,0.184224,1681404.791678,11685.063070,1.116706,14348.050360,0.326923,0.012802,0.103128,5569.560966,1756.019554,-1298.087804,-1428.498212,0.034232,0.725732,0.272463,9.450521
-0.270018,0.073218,9.102264,4732.279667,-0.172195,0.091142,0.001404,-0.245818,2629462.679612,13360.580956,0.993936,1471.567563,0.444034,0.022054,0.116813,4931.879193,-1410.754736,-900.023253,192.296851,0.034218,-0.277018,0.286416,9.151599
0.593376,-0.113144,3.672229,3641.570369,-0.215093,0.142259,-0.004367,-1.006599,3079863.773580,7494.190322,1.248098,12279.569989,0.154106,0.023525,0.105927,3569.530282,654.308426,675.953797,-648.747628,0.038551,0.451347,-0.316485,3.732966
0.465346,-0.009813,4.224097,5002.028752,0.020609,0.114418,-0.000501,0.250723,511042.491568,4910.569205,0.827110,7404.947854,0.395868,0.017315,0.103420,5007.966870,1825.463987,257.910520,-1495.513314,0.054801,0.189195,-0.041144,4.218107
0.369744,-0.079144,7.021965,7033.010131,0.467028,-0.429902,0.462322,-0.967584,2835957.894108,12466.051721,0.359536,17526.845296,0.639210,0.022444,0.111626,7028.803466,2150.310867,2201.779591,-1109.848981,0.001321,0.391223,-0.246046,6.885185
0.793684,-0.033120,4.059665,5646.311470,-0.058340,-0.140391,0.002955,-0.607016,2921099.688333,5775.131733,0.692312,19494.433515,0.113140,0.018321,0.090345,5635.324559,1086.268823,392.048961,-839.869909,0.016434,0.793057,-0.154703,4.076650
1.124616,-0.061226,2.512797,5014.514415,-0.353934,1.755789,1.402226,-0.146029,2807054.604096,2893.686140,1.031313,19282.756191,0.407696,0.022158,0.113762,5077.214279,2816.611906,863.909653,-1743.499522,0.034721,0.120066,-0.158587,2.617483
0.092620,-0.050859,5.746316,6208.324969,0.297933,-0.256994,0.000112,0.380941,2540792.316109,19696.792182,0.437061,11246.063609,0.353988,0.021089,0.087749,6368.817392,298.413692,1001.573449,-374.235407,0.006105,0.110200,-0.208206,5.659086
-0.026139,0.019041,8.092297,6149.568941,0.116369,0.129816,-0.000734,-0.208018,2165993.603958,18774.655750,0.888671,19948.361306,0.530866,0.013058,0.091827,5850.224880,-1030.772412,-3249.116380,-26.982922,0.030835,-0.019320,0.341988,8.059227
-0.330542,-0.090619,9.049940,7489.871344,-0.299403,-0.323967,-0.004784,0.915451,2849920.360301,5243.809083,1.241110,3494.521466,0.521913,0.019410,0.084581,7141.119598,-3133.731035,1509.482353,484.735870,0.061626,-0.342085,-0.301848,9.136136
-0.481065,0.015846,2.920454,7211.434121,0.396351,0.305420,0.379145,0.277298,3204587.440641,3683.220878,0.433445,10338.276248,0.200771,0.019447,0.097549,7218.394953,-1173.054256,-93.084554,380.437264,0.004467,-0.455791,0.083934,2.802136
-0.609614,-0.131283,3.051915,5855.290042,-0.269585,0.393661,-0.005228,0.344823,1946311.321706,13027.230617,0.731709,15089.480321,0.428808,0.020792,0.109102,5868.828423,-2842.627229,622.971692,943.331593,0.030354,-0.625501,-0.370691,3.127464
-0.057930,0.023963,5.379985,4796.583610,-0.524481,0.155483,-0.012971,-0.967056,2235013.365552,4670.920695,0.878103,14995.450644,0.189420,0.019437,0.083069,4668.962601,-409.352581,-545.784289,-212.870021,0.031284,-0.079555,0.087827,5.536008
0.471060,0.042539,5.936667,5935.723416,-0.247587,-0.104678,0.001157,-1.139748,2205634.441812,18241.002373,0.311555,2351.270588,0.516906,0.015493,0.080956,5919.423319,1823.923862,-1663.995869,-956.094941,0.000557,0.454855,0.262370,6.007271
0.360931,0.016200,3.158129,4850.616015,-0.137827,0.154339,-0.000309,-1.525861,843985.023522,13662.700298,0.330224,4372.230866,0.537492,0.023515,0.110927,4805.527569,1482.072567,-315.766621,-865.318944,0.005391,0.351560,0.055227,3.198501
0.408071,0.027724,5.603893,5087.356610,0.203720,-0.179235,-0.002997,-0.003828,1609139.735648,10952.143315,1.083533,17583.153234,0.331731,0.020141,0.085865,5368.040640,1564.119265,-1333.232096,-1362.999540,0.043681,0.427645,0.215472,5.544154
0.247682,0.045993,6.448231,6817.085958,0.444208,0.205984,-0.012138,0.532026,3468028.633924,6775.676054,0.806245,4963.394283,0.152649,0.019005,0.104820,6652.376529,465.056881,-680.555483,-659.720355,0.022307,0.273869,0.243950,6.319263
-0.680812,-0.044698,2.975012,4530.312022,-0.238682,0.239041,-0.008121,-0.434189,3807341.578208,3489.761593,1.144869,9405.116657,0.133794,0.021752,0.117220,4397.938526,-1017.894414,79.022252,164.210611,0.041107,-0.687159,-0.175322,3.045110
-0.461001,-0.023364,6.323687,4960.485267,-0.073080,0.328215,-0.000889,-1.432782,3111340.650149,1106.467616,0.611928,8690.067890,0.549498,0.018472,0.103464,4916.230292,-2413.975428,230.880485,939.836244,0.008293,-0.459716,-0.082422,6.344457
0.529958,0.060860,6.274455,6201.044032,-0.139125,-0.049092,0.000583,1.213385,1413011.907101,2649.749974,0.667561,7423.335483,0.263643,0.018243,0.093956,6058.100471,969.404361,-1143.645777,-1014.134501,0.028029,0.514719,0.325792,6.315070
0.476853,-0.015388,5.019591,4857.293046,0.412116,0.226035,-0.469296,-0.539582,1258767.195213,6082.489643,0.499530,5706.289007,0.579972,0.017917,0.106079,4809.635595,2299.141257,487.021619,-1307.198077,0.010339,0.523278,-0.066271,4.895773
0.320932,0.014537,8.289546,4781.507751,0.498083,0.197468,-0.009908,-0.778271,588858.544006,4781.874700,1.036751,11486.995355,0.407089,0.022245,0.089964,4869.898082,1360.026230,-381.385033,-1270.398923,0.043272,0.051528,0.067633,8.139724
-0.694771,0.059698,3.421106,4521.090286,0.026728,0.146455,0.001441,-0.964428,1346333.727060,7985.151161,0.589557,20134.727050,0.574045,0.022955,0.098006,4568.453174,-3113.705932,-312.826420,1176.003165,0.019807,-0.694354,0.241103,3.412550
-0.389831,-0.036710,8.070293,3679.218269,-0.151145,-0.368129,-0.001312,-0.601713,984754.840114,15101.840777,1.105071,15778.018830,0.377468,0.016683,0.080528,3749.908032,-1867.851480,505.385577,349.944224,0.052818,-0.391939,-0.197875,8.114200
0.455640,0.059356,4.633965,6005.813708,0.047788,-0.363940,0.000762,0.623096,835378.458294,19813.152935,0.787906,16320.119778,0.557271,0.015736,0.116131,5697.564775,2588.326053,-2485.417610,-1806.268450,0.048733,0.457903,0.250497,4.620769
-0.701384,-0.021187,3.389167,6102.156466,-0.384235,0.041206,-0.019313,-0.764173,2669466.501621,8150.150861,0.796266,8377.497486,0.541772,0.021583,0.082001,6150.348768,-3653.449750,112.727303,1196.489452,0.034079,-0.709711,-0.092134,3.503569
0.526626,0.000029,6.402061,2524.350774,-0.002816,-0.002069,0.000439,-0.100171,2705979.227208,6472.745146,0.339121,13970.276171,0.196843,0.016050,0.084255,2587.227394,348.144442,-234.186238,-176.808015,-0.002035,0.536277,0.220888,6.402827
-0.071727,0.042433,3.530404,4244.963828,-0.133704,0.322056,1.357190,0.155755,3528126.484907,15006.457241,1.122593,15561.056251,0.642366,0.010717,0.107001,4229.613984,-1595.232351,-2177.547067,322.647252,0.042103,-0.078694,0.141027,3.570203
-0.467060,0.054764,7.719249,5092.722032,-0.186709,0.317234,0.000461,-0.642773,1028208.236103,10156.429911,0.371243,2977.895102,0.570573,0.019522,0.088367,5028.500382,-2324.426090,-617.880229,885.038691,0.008006,-0.470663,0.240458,7.773314
0.734844,-0.007597,5.041113,5317.822117,0.195027,0.121137,-0.002781,-0.532543,2939037.350857,18546.718174,0.330335,14885.654180,0.112791,0.014178,0.115093,5504.307827,744.707980,51.230115,-366.985965,0.000363,0.766432,-0.029319,4.982316
0.566913,0.055840,8.804298,4257.474413,0.130717,-0.115251,1.908840,-0.394148,2267001.299566,1415.598805,0.911104,13081.064870,0.247677,0.010089,0.117259,3984.999830,1102.803377,-594.224585,-832.608578,0.018261,0.575313,0.182657,8.765356
0.189634,-0.013301,8.601263,4570.167137,0.265160,0.197973,0.263194,-0.380175,3616719.489123,6101.777801,0.645382,14989.391901,0.459099,0.023136,0.106239,4418.554558,860.503164,231.064578,-572.977954,0.006176,0.208292,-0.042161,8.521550
0.276107,0.001024,3.816663,3307.908981,-0.225602,0.150603,-0.004519,0.812579,733888.514148,8411.469868,1.069061,9839.365246,0.111165,0.022029,0.089651,3280.478962,481.156764,-22.393547,-656.997568,0.052839,0.262134,0.004051,3.885136
-0.090292,0.097636,5.278408,7491.083876,-0.087432,-0.118640,0.001732,-1.083994,3368482.275140,18029.796397,0.334156,5932.508718,0.479465,0.019154,0.081149,7524.862036,-896.203431,-1772.448729,353.359248,0.000637,-0.104483,0.342834,5.302345
-0.585168,0.053343,8.365191,3748.598820,-0.531193,0.134996,-0.003732,-0.802065,2781408.569289,14343.001398,0.571997,15534.572928,0.524259,0.012581,0.093088,3431.260959,-1997.989446,-409.810694,814.861865,0.005678,-0.592953,0.283137,8.517575
-0.111830,0.044647,9.210382,4415.217430,-0.554853,0.205200,-0.007575,-0.437741,1145924.547987,4433.298338,0.505516,18751.876272,0.155911,0.021204,0.111157,3877.215539,-335.153641,-333.012457,-26.106101,0.008503,-0.124398,0.133789,9.375132
-0.046543,-0.081188,8.395332,3488.076395,-0.253352,0.081883,-0.001965,1.070161,1146620.271478,5699.528671,0.577200,6677.736773,0.615435,0.014604,0.084036,3432.255346,-568.585969,1498.391776,34.220649,0.014332,-0.059568,-0.281133,8.469100
-0.365885,0.018271,8.179863,6627.877649,-0.468145,0.066612,-0.006948,1.064128,3072873.075018,956.060572,0.356074,8704.636844,0.373426,0.023717,0.090149,6704.367443,-1294.364685,-190.138119,543.197425,0.000378,-0.372969,0.081206,8.320694
0.126185,-0.066279,6.547890,4255.908202,0.161307,-0.355464,0.001600,0.724564,1842027.633363,10407.584723,0.395495,19438.354661,0.609901,0.019310,0.107298,4436.398423,520.222330,1425.980348,-360.993714,0.002966,0.132637,-0.226880,6.501235
-0.770917,0.013827,2.770117,6369.389824,-0.014800,0.231604,0.487933,0.281471,1787333.415600,9866.510113,0.918537,6750.810025,0.407868,0.012022,0.118727,6300.595244,-3150.049723,-46.811327,860.481640,0.049406,-0.769779,0.049001,2.774739
0.287917,0.017890,4.060559,5127.449234,0.084780,-0.393134,-0.001064,-0.707405,938597.997794,13824.473757,0.772519,8553.997561,0.191954,0.018261,0.086893,4906.203166,440.199596,-952.892424,-701.469357,0.040330,0.299124,0.330826,4.036024
0.134791,-0.004928,4.283011,3981.697902,-0.064854,0.214426,-0.000476,0.228376,850415.800150,8884.167315,0.543945,11217.183112,0.182975,0.016195,0.103494,4041.013666,448.240590,73.956727,-458.459490,0.017392,0.137064,-0.019731,4.302606
0.019573,-0.051425,4.811898,4778.849605,0.337543,0.020583,-0.001177,-0.413155,1443015.142147,6218.020235,0.799925,902.580030,0.113591,0.015491,0.113898,4813.856046,-36.789210,345.509998,-418.530701,0.034540,0.042151,-0.199754,4.712226
0.103929,-0.019992,8.143869,7204.632061,0.553559,0.148036,-0.009331,0.662683,1361675.305707,19221.443191,0.879039,15268.660363,0.250646,0.014821,0.100313,6739.082352,806.974345,853.924467,-1087.461346,0.038893,0.133284,-0.075934,7.978676
-0.782753,-0.039719,7.517847,4197.978431,-0.175835,0.305793,-0.001573,0.360311,2618935.238381,10014.143427,0.447678,17579.721774,0.359749,0.020203,0.090922,4086.175525,-1418.475217,59.934236,576.907783,0.002960,-0.783273,-0.149593,7.570210
0.098181,-0.045800,8.742795,6949.033607,0.205841,-0.280742,-0.000333,0.039257,638847.013772,15179.449393,0.946368,8765.685586,0.136860,0.017157,0.085492,7027.048630,123.242172,837.810913,-1127.682463,0.060333,0.107520,-0.195892,8.682218
0.467846,0.005989,8.882340,7110.149016,0.094865,-0.129681,-0.166875,0.793153,731760.438446,6529.231832,0.357205,9101.840528,0.523616,0.019634,0.102765,7077.507794,2954.690988,-192.064288,-1841.519099,0.015348,0.481959,0.021081,8.854628
0.629317,-0.091604,7.667844,5188.118502,-0.400613,0.001446,-0.008305,-0.603650,2391177.531871,8070.919292,1.071587,11438.855047,0.656925,0.013387,0.081180,5074.991455,2658.681367,2562.613180,-1736.110527,0.030260,0.592596,-0.309587,7.781810
0.380265,-0.005433,4.227932,2633.952786,0.495695,-0.046169,-0.018969,0.554082,2575271.476326,13381.140611,0.356391,3307.575657,0.181382,0.022083,0.102379,2531.604083,182.501785,-102.382524,-100.021353,-0.001480,0.439113,0.155315,4.081275
-0.730922,-0.053070,4.153135,7307.509416,0.357687,0.251919,-1.932340,-0.368923,2502408.468824,17799.178124,0.922676,6582.980287,0.610725,0.020776,0.117023,7309.356077,-5044.834484,374.694479,1742.545131,0.048017,-0.723747,-0.208958,4.047821
-0.008966,-0.067247,7.437267,6602.795687,0.446013,-0.393390,0.003109,-0.198218,1920678.263294,13432.503825,0.301615,895.226707,0.359488,0.014694,0.082239,6551.796226,-316.440913,1336.470715,-21.723960,0.003178,0.002039,-0.336457,7.310604
-0.005302,0.040369,6.479974,4313.890140,-0.491304,0.304920,-0.006247,-1.563264,1959061.617475,11194.656637,0.872582,12007.659075,0.266062,0.015542,0.099483,4438.293780,-158.847145,-991.132973,-281.996578,0.025795,-0.023668,0.154664,6.624634
-0.397508,0.049218,6.852993,3459.211371,0.174570,-0.136359,-0.001582,-1.413423,2549653.186830,9781.017757,0.530817,822.940154,0.184101,0.014262,0.103793,3893.642346,-499.820860,-205.137803,103.970176,0.007215,-0.394044,0.303372,6.802035
-0.087951,0.003228,5.003725,5176.257329,0.233614,0.090882,0.002966,-0.840079,3329391.743888,245.608052,0.345662,4581.871017,0.206087,0.018662,0.102113,5226.612639,-189.714842,376.208118,26.742736,-0.000452,-0.069365,-0.233442,4.934907
-0.780208,-0.047048,7.053529,5217.679759,0.010904,-0.082202,1.909240,-0.640528,2115571.405176,705.694933,1.111956,14434.028786,0.144204,0.010247,0.091095,5220.983235,-1666.109462,82.611634,148.683705,0.066223,-0.779930,-0.188506,7.049771
-0.104300,-0.061087,9.084201,2964.263771,-0.364083,0.303271,-0.005490,0.985955,3195182.136553,6852.134908,0.640695,5995.891734,0.174378,0.010210,0.082278,2959.922627,-226.256747,340.605931,-11.226837,0.006577,-0.114897,-0.223234,9.191215
-0.378652,0.023815,5.610950,5416.852668,-0.219406,-0.078483,0.739805,0.227957,847461.789294,1970.696955,0.832556,12928.609288,0.513573,0.010025,0.105663,5391.090225,-3606.043377,-506.451981,1041.257297,0.051423,-0.382635,0.084257,5.676771
0.718698,0.026612,4.196972,3103.325636,0.401185,0.259637,-0.013279,1.029157,3642261.044890,7407.997452,0.592793,12908.172892,0.442963,0.011496,0.103578,3156.369717,1434.904014,-436.353641,-751.100299,0.003498,0.777494,0.129794,4.078481
0.439652,-0.102926,4.342431,7323.687102,-0.114126,0.299021,0.000314,-1.246910,2107534.385607,19238.221824,0.671222,1664.104916,0.192715,0.019624,0.105662,7368.613619,680.768534,1009.860995,-786.441546,0.022401,0.412312,-0.345181,4.373932
0.116714,0.070169,6.384165,3980.474857,-0.304648,0.408101,0.008224,-0.948117,3132993.416426,45.067430,1.185245,15576.451559,0.124309,0.010162,0.106270,4062.875428,11.804743,-983.239228,-431.424007,0.038190,0.095350,0.361919,6.468817
0.393328,-0.004807,5.972719,3102.870354,-0.186066,-0.114964,0.108818,-0.850589,2531170.021012,11832.491690,0.539005,17335.810125,0.268103,0.017409,0.087175,3101.656927,723.776703,50.010934,-425.815436,0.003806,0.389196,-0.020172,6.027701
0.513628,0.018956,8.483069,3660.625201,0.323171,0.003755,-0.004176,0.302375,3684782.823182,18354.913592,0.571492,15590.395662,0.444877,0.023404,0.098985,3573.152169,1098.806091,-228.061742,-597.342617,0.002850,0.539881,0.071993,8.386616
-0.688297,0.047193,3.387359,6295.920794,0.084655,-0.063110,-0.001815,-0.542413,1608954.093604,5746.504226,0.877968,16236.953979,0.653630,0.020232,0.084967,6089.801467,-5041.723611,-659.419256,1750.501444,0.057019,-0.686808,0.330504,3.362945
-0.115901,0.050577,3.669034,5910.694844,-0.158112,-0.086347,0.003796,-0.911374,617811.822929,16311.922126,1.132083,6918.274767,0.213491,0.015310,0.106773,5925.467513,-1013.880199,-1042.010643,-495.811178,0.116223,-0.126322,0.228008,3.714747
-0.283096,-0.071988,4.491337,3366.894309,0.271528,-0.249053,-0.001296,-0.130419,2882546.546727,10886.727872,1.237715,3985.849418,0.561080,0.016279,0.112854,3388.937249,-1579.403668,842.275067,377.957278,0.049797,-0.272995,-0.253613,4.412279
0.084440,-0.012997,7.915645,3367.458712,-0.474017,-0.310904,0.257973,-0.736915,2075720.564030,19535.600830,0.908751,9158.414711,0.362708,0.013470,0.089817,3395.341755,426.312944,280.885992,-457.471785,0.020712,0.071523,-0.049866,8.057087
0.001312,-0.116863,8.299814,5267.970657,-0.461174,-0.209642,-0.009116,1.252765,1466795.184742,12416.441386,1.029672,14510.765323,0.487563,0.018647,0.114804,5230.591786,-683.067352,2348.833578,-221.400570,0.041938,-0.028479,-0.346656,8.430660
-0.198219,0.041674,8.803502,3731.268217,0.510732,-0.266149,-0.010514,0.530156,3362606.470030,9874.952403,0.698739,3873.302700,0.334432,0.023721,0.098575,3829.019337,-560.307893,-546.648413,83.888228,0.010386,-0.185895,0.313924,8.658181
-0.478194,-0.098847,7.044039,7438.328931,-0.012703,0.164679,-0.000513,-0.980290,3703984.846515,18785.690953,0.342344,2506.180888,0.372503,0.012592,0.088148,7274.873379,-1920.601586,488.095374,829.112766,0.000505,-0.481495,-0.246812,7.046955
0.512526,-0.029889,3.213447,3269.526663,0.467044,-0.299396,-0.005880,-0.131851,635051.761431,13768.593436,1.113277,10873.374091,0.328336,0.010024,0.102913,3079.557256,1172.166091,899.478951,-938.789027,0.051458,0.583496,-0.217724,3.076360
0.711468,0.051663,6.349071,7220.090274,0.019051,0.310297,0.000454,0.986929,2673712.414163,10340.470340,0.430693,14075.796752,0.186155,0.021268,0.104656,7367.803991,1248.682148,-628.723700,-800.026891,0.004296,0.715373,0.199519,6.344083
0.216065,0.047088,4.686055,6922.683150,0.330385,0.035895,-0.009936,-0.217228,3533274.412376,11509.189587,1.185521,18870.703095,0.182633,0.019243,0.105149,6963.467778,544.621445,-1676.673998,-1049.983455,0.054927,0.238585,0.315376,4.591602
0.610680,0.006527,7.053405,6585.693623,0.089306,-0.288073,-0.000258,-0.725771,3537886.707574,16468.214295,1.194857,13297.528275,0.477661,0.022599,0.098049,6480.434053,2935.363365,-199.254763,-2103.267817,0.042587,0.626833,0.025491,7.026144
0.085778,-0.000736,2.893806,4430.210996,-0.303344,0.081390,-0.008297,-0.694882,2499015.424099,10113.416035,0.401286,17714.385648,0.528360,0.023955,0.094794,4415.698749,420.846095,-5.938773,-260.710324,0.001107,0.059517,0.000553,2.984174
0.079193,-0.051941,8.859043,5862.174745,0.104215,0.307398,-0.003779,-0.312676,2850590.311538,15681.461121,0.823877,3251.710992,0.507590,0.010886,0.110288,6082.757900,620.379498,2119.933696,-744.983754,0.021517,0.085552,-0.163784,8.827960
0.623088,0.003542,7.356371,6220.526756,-0.016853,0.388251,-0.001269,-0.092535,2146361.300903,7369.861318,1.128277,16951.858541,0.340389,0.019900,0.103270,6124.471207,2398.494907,-96.575680,-1801.150847,0.036996,0.632874,0.014663,7.361306
0.618794,-0.102162,5.697816,2902.534591,-0.128811,-0.155743,-0.001391,1.083146,2239216.314016,9611.538199,0.658908,5875.722010,0.553857,0.014180,0.094224,2871.686752,1049.952858,1201.875815,-653.912026,0.009260,0.588580,-0.356378,5.734566
0.226734,0.009954,6.114076,5389.188970,0.288872,-0.063882,-0.005403,1.128077,1927027.097499,12882.071189,0.582478,15116.147991,0.142592,0.016612,0.118718,5394.823181,757.074200,-126.915973,-591.226274,0.009850,0.252129,0.032315,6.028270
0.235336,-0.148700,3.263358,7316.768669,0.016526,0.155048,0.008326,-0.360440,2766927.394616,15781.048305,0.787802,3142.579047,0.142960,0.023520,0.114744,7532.752537,181.695216,869.366562,-603.370069,0.031660,0.207487,-0.392863,3.258495
0.399487,0.036177,7.240266,5103.100709,-0.458787,-0.004530,0.823419,0.818218,3057378.252881,15456.440634,0.674496,17691.711830,0.244814,0.014433,0.118040,4863.767471,1273.510652,-490.561710,-813.946440,0.008763,0.379640,0.105022,7.377624
0.279986,0.000082,4.034265,3743.508242,0.022020,0.341321,0.001388,-1.032344,3219094.284350,9422.559473,0.369366,18339.920216,0.609425,0.013657,0.096068,3842.386672,1396.531202,393.985670,-688.112489,-0.001272,0.290589,-0.062816,4.027059
0.422056,-0.016501,8.475457,7072.740657,-0.249757,0.287165,0.498345,-0.445436,2154388.490319,17334.376254,1.063991,6767.626366,0.428978,0.017937,0.088006,7245.073104,2577.864736,558.974135,-2026.279357,0.043320,0.418292,-0.062022,8.549833
-0.181088,0.007414,7.742373,3471.954667,-0.140811,0.293025,0.161124,0.937521,2593189.371142,17414.936224,0.460153,2942.283135,0.546097,0.023570,0.118422,3351.403448,-497.770620,-52.833385,168.785832,0.002043,-0.180178,0.023055,7.785182
0.322088,0.004474,5.368777,3332.636351,0.399351,0.151469,-0.009058,-0.270540,1761430.163982,11285.992773,0.490382,9970.597906,0.151707,0.013411,0.104876,3380.093339,480.486731,-28.614373,-325.103819,0.003937,0.361016,0.015756,5.248843
0.059536,0.049021,6.719767,7316.722531,-0.214770,-0.314351,0.001406,-0.063184,504791.196206,16997.169188,1.178856,16051.401193,0.507337,0.012980,0.109982,7552.297067,-693.400839,-3687.384252,-1121.236349,0.114182,0.050827,0.204567,6.782810
-0.520935,-0.022665,7.237674,5656.760085,-0.048671,-0.206357,-0.049123,0.092802,2462849.128832,14583.502649,0.991988,18565.004612,0.176808,0.024982,0.118468,5676.673921,-1869.257171,115.420629,390.942573,0.035183,-0.519478,-0.070192,7.252310
0.453319,-0.037189,6.673336,3830.313787,-0.511639,-0.264108,-0.524382,1.298191,3764650.430614,10137.980457,1.089563,19855.484320,0.217060,0.018257,0.107724,3745.693083,1148.077127,423.784919,-835.409294,0.020377,0.426805,-0.112474,6.826489
0.474909,-0.054065,4.466905,3721.683904,-0.061729,-0.245958,-0.001173,0.295870,3760000.385783,7961.575208,0.752949,7661.342871,0.228907,0.020061,0.086764,3742.702850,629.386293,472.188188,-498.850943,0.012267,0.469293,-0.221065,4.485196
0.386644,-0.113573,3.190307,3461.017098,-0.192240,0.452648,-0.194999,0.674320,2011262.814203,9181.839627,0.826664,2415.021757,0.236241,0.020576,0.105161,3460.789037,340.902594,610.957389,-392.683080,0.021757,0.344452,-0.357273,3.244925
1.054169,-0.011645,5.608440,7309.949944,0.040357,1.866769,-0.000629,-0.715018,3448892.486042,17790.623030,0.709306,13916.544095,0.289148,0.023324,0.118876,7205.772034,2361.035486,160.669513,-1491.409292,0.014117,0.303196,-0.034536,5.595747
0.502860,0.007345,9.110815,2621.455880,0.437847,0.577997,-0.006521,0.325964,2245139.115124,11961.737888,0.478294,17073.756751,0.581547,0.015427,0.099559,2511.630526,1221.990809,-97.125284,-625.774648,0.001084,0.181348,0.027984,8.979702
0.710570,0.008271,7.177256,5462.512606,0.347316,0.066051,-0.193709,-0.230975,829841.569007,2710.143894,1.007124,848.553523,0.329820,0.018794,0.092105,5326.413478,1440.393268,-116.891549,-1319.601997,0.039612,0.746725,0.035792,7.072980
0.421088,-0.040438,8.292957,2854.295851,0.424486,-0.104722,-1.464826,0.142296,3641211.750582,12288.788920,1.255775,4904.153743,0.117220,0.019614,0.095927,2928.343122,302.194785,182.621998,-397.499606,0.020341,0.446923,-0.165742,8.167426
0.336478,0.027017,8.477740,5369.740913,0.305211,-0.285642,-1.314534,0.539582,3139391.330776,18229.828838,1.232074,18801.689373,0.492298,0.010366,0.080243,5698.385048,2645.093557,-1683.159555,-1853.190059,0.036119,0.356679,0.144897,8.387613
0.593665,-0.103615,6.261195,4756.845164,0.331273,0.066383,0.007494,-0.807623,2417475.093528,14570.197391,1.299129,18482.399950,0.423155,0.020357,0.084989,4827.149318,1320.566984,1933.889028,-1197.255482,0.043442,0.592667,-0.390319,6.168445
-0.139522,-0.000248,3.667374,3825.369106,0.008533,0.350474,0.000090,-0.513537,774079.053137,2428.149494,0.595457,8839.502817,0.132585,0.013640,0.088824,3823.315103,-523.712124,3.980840,-80.673647,0.030693,-0.133103,-0.001146,3.664376
0.342986,-0.045254,4.901229,2961.680469,-0.166385,0.077889,-0.002619,0.962326,1490324.563374,19218.426331,0.820382,14992.128661,0.181489,0.016773,0.087263,2976.348090,590.817122,484.750425,-523.903203,0.022033,0.332668,-0.188377,4.950738
-0.565607,-0.017614,6.893389,3977.757578,0.463532,0.033068,0.954586,1.302580,2737449.169421,13300.473588,0.810879,4314.809485,0.279004,0.020171,0.100846,3861.448708,-1040.165614,60.475365,277.190461,0.017596,-0.554141,-0.072523,6.755406
-0.768379,0.025844,8.062460,4684.038156,-0.006572,0.335206,0.812118,-0.759812,529523.415470,18959.212559,0.302712,10673.703368,0.131872,0.012479,0.106427,4533.921375,-853.799193,-20.742340,209.814096,0.007648,-0.767023,0.080725,8.063943
-0.735121,-0.022141,8.121571,5319.719809,-0.054329,0.355723,0.000359,0.190183,1117523.296841,2806.383370,1.144474,8667.726200,0.310888,0.016182,0.113787,5465.638216,-2407.258844,61.606322,345.291662,0.081395,-0.734040,-0.078483,8.137895
-0.169832,0.072445,3.902371,7290.384698,-0.541577,0.114867,-0.003910,0.661784,1678477.071559,12246.128623,0.581429,10374.682948,0.288498,0.023913,0.116161,7177.827292,-1055.473079,-1251.314992,-49.640514,0.025629,-0.204723,0.313975,4.057177
0.086377,-0.051434,3.800109,4575.452202,0.316771,-0.091047,-0.003036,0.620108,3298788.628722,11562.680550,0.849872,7345.311924,0.512944,0.018316,0.094299,4553.188434,285.239445,1707.458993,-459.266106,0.024977,0.113024,-0.242087,3.708254
-0.221916,0.012615,8.849617,3908.491711,0.360345,0.273336,0.355421,-0.435160,3222618.504457,3738.695465,1.142004,10822.155911,0.144672,0.024552,0.081258,4078.936635,-594.960496,-102.230120,-147.244833,0.034640,-0.207363,0.057489,8.741378
-0.309715,0.032545,5.137200,2714.240798,-0.129392,-0.260518,-0.130358,0.622496,2862261.707570,15875.957981,0.663815,15086.945928,0.453748,0.019498,0.097861,2700.859449,-935.954532,-223.558334,343.851561,0.005814,-0.311960,0.105752,5.176391
-0.037693,0.039095,9.357943,5382.649533,0.268977,-0.023922,-0.003474,0.044547,3821614.115338,17509.541817,0.587089,15025.590063,0.623039,0.011413,0.089627,5337.005866,-738.450479,-2325.939783,159.512349,0.006638,-0.027125,0.194573,9.278791
-0.024053,0.017437,2.722842,6481.619471,-0.001950,-0.237948,0.763308,0.244073,1767813.121165,8611.391843,0.416433,19735.684878,0.400683,0.018889,0.082920,6417.059094,-236.198193,-717.968878,-165.769338,0.010558,-0.018880,0.075701,2.723586
-0.783875,-0.017453,7.354335,6469.025476,-0.479791,0.044257,0.328943,-0.451001,1037729.950537,5014.070426,0.336997,16576.169007,0.648543,0.010479,0.088079,6270.915175,-4901.153046,66.169103,1999.630085,0.010565,-0.786790,-0.057387,7.497682
-0.489684,0.003836,3.933787,7427.249660,-0.365963,-0.148694,-0.060471,-0.810845,1169693.985034,3021.430893,0.793240,16536.073677,0.174586,0.021394,0.091491,7439.020437,-2114.502023,-68.322824,148.588004,0.064379,-0.500766,0.013110,4.043134
