status,collided,min_clear,mean_dsteer,mean_dthrottle,max_abs_y,steer_reversals,progress_x,final_v,scenario,title,cite,filter
ok,0,5.903051,0.6199676878980891,1.0,0.008376,1,0.052772,0.012038,8_late_cut_in,Late cut-in by an adjacent vehicle,Bogdoll 2022; VSD 2025,dob_cbf
ok,0,1.71108,0.5673564777070063,0.14019095541401275,5.141869,10,66.88639,5.793583,8_late_cut_in,Late cut-in by an adjacent vehicle,Bogdoll 2022; VSD 2025,mpsf
ok,0,4.474787,0.46215333757961785,0.600820101910828,2.290884,32,65.576352,4.653656,8_late_cut_in,Late cut-in by an adjacent vehicle,Bogdoll 2022; VSD 2025,qcbf
ok,1,-3.586415,0.0,0.004127388535031846,0.647213,0,25.368853,0.549995,9_freeze_into_stalled,Connection loss approaching a stalled vehicle,Brettin 2025,none
ok,0,12.236001,0.6567286050955414,0.6,0.014574,2,0.0524,0.002483,9_freeze_into_stalled,Connection loss approaching a stalled vehicle,Brettin 2025,dob_cbf
ok,0,2.713176,0.0065837515923566885,0.38791899363057325,0.498418,11,9.591805,0.002357,9_freeze_into_stalled,Connection loss approaching a stalled vehicle,Brettin 2025,mpsf
ok,0,2.454197,0.4612805159235669,0.4963781210191083,0.929447,1,9.862348,0.00359,9_freeze_into_stalled,Connection loss approaching a stalled vehicle,Brettin 2025,qcbf
ok,0,-0.194359,0.003497541401273886,0.05929287898089172,0.021896,31,84.232797,5.619519,10_oncoming_pio,Oncoming vehicle during latency-induced oscillation,VSD 2025; Orosz IV 2024,none
ok,0,0.78385,0.29046428662420376,0.13518291719745223,1.649945,16,69.014692,5.619487,10_oncoming_pio,Oncoming vehicle during latency-induced oscillation,VSD 2025; Orosz IV 2024,dob_cbf
ok,0,0.926036,0.15370573248407646,0.09472592356687899,3.71504,13,77.523492,5.606519,10_oncoming_pio,Oncoming vehicle during latency-induced oscillation,VSD 2025; Orosz IV 2024,mpsf
ok,0,-0.141152,0.2552411210191083,0.2510204904458599,0.391034,20,56.272747,5.505481,10_oncoming_pio,Oncoming vehicle during latency-induced oscillation,VSD 2025; Orosz IV 2024,qcbf
