status,collided,min_clear,mean_dsteer,mean_dthrottle,max_abs_y,steer_reversals,progress_x,final_v,scenario,title,cite,filter
ok,0,-0.033219,0.0037594463276836155,0.05717511864406779,0.040669,20,96.058138,5.635285,1_pio_oscillation,Latency-induced steering oscillation (PIO),VSD 2025; Orosz IV 2024,none
ok,0,0.393084,0.16452232768361583,0.10362767231638419,0.737512,17,89.577816,5.915745,1_pio_oscillation,Latency-induced steering oscillation (PIO),VSD 2025; Orosz IV 2024,dob_cbf
ok,0,1.56026,0.14282989265536725,0.6571011073446328,0.375349,7,27.52266,-0.01279,1_pio_oscillation,Latency-induced steering oscillation (PIO),VSD 2025; Orosz IV 2024,mpsf
ok,1,-2.030448,0.0005905507246376815,0.03132665217391304,0.171657,6,22.661704,0.012931,2_delayed_hazard,Delayed braking / late hazard response,VSD 2025; 5G eval 2025,none
ok,0,5.856291,0.902425268115942,0.7621106666666667,0.326973,24,13.993999,-0.013012,2_delayed_hazard,Delayed braking / late hazard response,VSD 2025; 5G eval 2025,dob_cbf
ok,0,1.471356,0.1358170144927536,0.0851454927536232,3.774195,7,70.287158,5.826673,2_delayed_hazard,Delayed braking / late hazard response,VSD 2025; 5G eval 2025,mpsf
ok,1,-2.013787,0.0,0.011805036231884058,0.419396,7,19.797308,0.003584,3_missed_obstacle,Missed obstacle (narrow FOV / low awareness),Bogdoll 2022; Orosz 2024,none
ok,0,6.08,0.9115637753623188,0.7921530942028986,0.309943,19,11.727673,0.036995,3_missed_obstacle,Missed obstacle (narrow FOV / low awareness),Bogdoll 2022; Orosz 2024,dob_cbf
ok,0,1.562095,0.1402317536231884,0.06672089130434783,4.044416,5,71.792349,5.992373,3_missed_obstacle,Missed obstacle (narrow FOV / low awareness),Bogdoll 2022; Orosz 2024,mpsf
ok,1,-1.627202,0.0029954347826086944,0.03214905072463768,0.577225,5,21.103483,0.123208,4_peripheral_hazard,Late-revealed peripheral hazard,Bogdoll 2022,none
ok,0,0.327694,0.07642791304347826,0.0896545579710145,1.361066,9,71.957876,5.464646,4_peripheral_hazard,Late-revealed peripheral hazard,Bogdoll 2022,dob_cbf
ok,0,1.375812,0.09630502898550723,0.09085734057971014,2.480411,7,71.310701,6.102295,4_peripheral_hazard,Late-revealed peripheral hazard,Bogdoll 2022,mpsf
ok,1,-0.471057,0.0,0.004347826086956522,4.159027,0,67.595293,9.016193,5_connection_freeze,Connection loss / frozen command,Brettin 2025,none
ok,0,1.287477,0.03985078260869565,0.15443419565217392,28.671203,6,87.902836,8.417795,5_connection_freeze,Connection loss / frozen command,Brettin 2025,dob_cbf
ok,0,1.408659,0.033960818840579714,0.010606086956521741,29.492214,2,91.811201,9.078378,5_connection_freeze,Connection loss / frozen command,Brettin 2025,mpsf
ok,1,-2.051002,0.002189195652173913,0.012934521739130433,0.149452,8,60.27467,8.767864,6_overspeed,Overspeed for the latency/conditions (low grip),5G eval 2025; Orosz 2024,none
ok,1,0.417809,0.8036535144927535,0.5550391739130435,1.096189,39,23.653083,0.048386,6_overspeed,Overspeed for the latency/conditions (low grip),5G eval 2025; Orosz 2024,dob_cbf
ok,0,0.323372,0.25389260869565217,0.15453597826086954,3.551073,6,64.227912,8.634181,6_overspeed,Overspeed for the latency/conditions (low grip),5G eval 2025; Orosz 2024,mpsf
ok,1,0.466953,0.0011051210191082806,0.026484133757961784,0.084815,11,52.104747,4.729814,7_lead_brake_delay,Delayed reaction to lead-vehicle braking,VSD 2025; Orosz IV 2024,none
ok,0,5.233017,0.2812426178343949,1.0,0.02326,11,0.051244,0.025893,7_lead_brake_delay,Delayed reaction to lead-vehicle braking,VSD 2025; Orosz IV 2024,dob_cbf
ok,0,3.377106,0.2600830063694268,0.47253957961783444,4.314672,5,38.635669,4.056824,7_lead_brake_delay,Delayed reaction to lead-vehicle braking,VSD 2025; Orosz IV 2024,mpsf
ok,1,-1.511851,0.005372732484076431,0.0586274203821656,0.92391,8,80.361219,5.666195,8_late_cut_in,Late cut-in by an adjacent vehicle,Bogdoll 2022; VSD 2025,none
ok,0,5.902843,0.6690361656050956,1.0,0.017696,0,0.048734,-0.011191,8_late_cut_in,Late cut-in by an adjacent vehicle,Bogdoll 2022; VSD 2025,dob_cbf
ok,0,1.317335,0.49921408280254775,0.14435048407643314,5.03199,11,74.00252,5.818771,8_late_cut_in,Late cut-in by an adjacent vehicle,Bogdoll 2022; VSD 2025,mpsf
ok,1,-3.659721,0.0,0.0039745222929936305,0.60915,0,24.994777,0.541139,9_freeze_into_stalled,Connection loss approaching a stalled vehicle,Brettin 2025,none
ok,0,12.242019,0.6394936242038216,0.6,0.03072,3,0.046517,-0.02066,9_freeze_into_stalled,Connection loss approaching a stalled vehicle,Brettin 2025,dob_cbf
ok,0,2.695447,0.006144286624203822,0.38884270700636947,0.470371,11,9.607244,-0.004202,9_freeze_into_stalled,Connection loss approaching a stalled vehicle,Brettin 2025,mpsf
ok,0,-0.22353,0.0034269363057324834,0.06002329936305732,0.042082,17,84.107301,5.65352,10_oncoming_pio,Oncoming vehicle during latency-induced oscillation,VSD 2025; Orosz IV 2024,none
ok,0,0.450363,0.22832917834394906,0.15990066242038214,1.434959,12,64.715686,6.146806,10_oncoming_pio,Oncoming vehicle during latency-induced oscillation,VSD 2025; Orosz IV 2024,dob_cbf
ok,0,1.048175,0.17828040127388534,0.11051268152866241,3.123752,13,73.829592,5.521111,10_oncoming_pio,Oncoming vehicle during latency-induced oscillation,VSD 2025; Orosz IV 2024,mpsf
