slip_ratio,slip_angle,velocity,vertical_load,steering_rate,bekker_Kphi,bekker_Kc,bekker_n,mohr_cohesion,mohr_friction,janosi_shear,mesh_spacing,Fz,Fx,Fy
-0.316022,-0.113582,7.910889,3310.354709,-0.182193,548087.214308,3337.511819,1.083895,4180.198147,0.109699,0.013806,0.088722,3248.102040,-460.039136,96.785064
0.934957,-0.239328,7.370256,5328.370305,-0.228186,2059065.190675,8445.746029,1.082341,3812.785291,0.309764,0.012423,0.100573,6224.227229,1738.712937,923.760681
0.183252,-0.214779,3.679929,2927.350442,-0.261007,835390.815310,5899.205327,0.658209,14703.885112,0.188751,0.014634,0.100624,2928.090316,424.324436,648.984687
0.091272,-0.175373,2.392947,4285.192217,-0.092998,3007895.540461,11139.952995,0.890030,13476.566829,0.362586,0.020120,0.099454,4752.051399,453.069049,1163.420665
0.557149,0.061361,4.268883,3457.196617,0.035564,1359001.817245,15294.457980,0.397864,3160.271888,0.105422,0.019878,0.082702,3020.013202,229.323537,-39.748356
0.988391,-0.379799,2.923786,3897.090689,-0.301968,3320891.982719,16257.229223,1.030048,5359.470477,0.308171,0.023537,0.099318,4262.035255,1097.570850,943.590433
0.480363,0.289270,8.379173,5344.879816,0.460619,1231876.014235,17159.358139,1.228773,15371.119764,0.415814,0.015258,0.116067,2404.204285,810.855464,-877.601675
0.473734,-0.155936,5.409328,7278.157353,-0.104767,2771261.199392,6486.743962,0.363093,3096.389016,0.207478,0.022503,0.101245,6792.377150,777.047306,386.630990
0.866949,0.384551,4.637152,2616.433889,0.257477,1682852.158090,9385.454435,0.599687,7753.514172,0.592121,0.010926,0.093932,2639.186461,1185.248877,-1160.798858
-0.688969,0.114860,7.612393,5818.668521,0.073928,3347832.547282,12697.242035,0.415772,15118.557071,0.207202,0.023860,0.116688,5031.166246,-884.179665,-44.285395
0.057762,-0.117788,2.279492,4041.481654,-0.092472,1337195.081679,17549.251210,1.102604,12761.670524,0.360628,0.019495,0.097091,4028.822373,282.579436,1021.590497
-0.525563,-0.274541,6.728679,6721.842320,-0.206202,3455167.927239,11603.031940,0.312330,5589.724591,0.575819,0.012634,0.113885,6865.791354,-3460.777421,840.527792
0.716207,-0.078995,3.676219,7105.491313,-0.084173,1698162.615676,10720.457160,0.769716,10602.274355,0.147067,0.013022,0.094114,6923.786131,1383.553327,266.664223
-0.504248,-0.406583,9.430647,5257.708038,-0.328629,1993779.713413,5810.505162,0.531135,8028.595000,0.391292,0.022645,0.097042,5139.865832,-1680.070499,614.483177
-0.841580,0.314317,6.046052,7338.888340,0.488668,2970159.403007,17913.808282,0.855123,7569.999968,0.176425,0.020422,0.091678,7688.423617,-1654.514209,-64.505208
0.534299,0.490823,7.112251,4093.571815,0.547991,2740956.427068,10551.922840,1.248522,20234.176943,0.267319,0.019892,0.082828,3902.637409,621.089428,-1418.612571
0.393671,0.299249,3.169441,4912.331385,0.228508,3840927.787946,2890.825400,1.182656,20358.641816,0.366760,0.024033,0.081577,4866.745159,1237.838282,-1725.089257
-0.000191,-0.409201,3.235166,6583.243774,-0.289166,636918.679321,6214.863304,1.147818,12370.018721,0.582435,0.017916,0.112858,6288.037195,-1337.199662,3787.640462
-0.475905,0.118882,2.740434,7153.846249,0.119722,1008266.162795,9778.421820,0.975413,8823.777700,0.607819,0.014088,0.083993,6867.964690,-5063.956432,-504.068348
-0.619206,-0.146902,4.261172,6826.812163,-0.076936,3576573.390743,3883.332383,1.268639,9397.807807,0.311192,0.014918,0.104355,6819.018219,-2762.946374,232.230063
-0.835765,-0.394457,4.422016,2624.393668,-0.228964,2018140.709985,19597.969476,1.100602,5724.652357,0.185184,0.022781,0.094065,2660.053822,-703.651175,52.439551
0.989341,0.528675,7.937468,5830.669584,0.504978,517318.185212,9373.839410,0.555625,2438.778591,0.465358,0.023983,0.096248,6014.451142,1468.855829,-2134.886213
0.221020,0.595166,4.730852,3063.932765,0.560000,1988753.739982,3550.805785,0.969845,18645.717119,0.278839,0.018336,0.097211,2676.655536,-60.290576,-1127.998204
0.557486,0.188692,4.549506,5786.993334,0.147318,3421440.536588,11993.541165,1.163521,18026.546777,0.221428,0.021727,0.099830,5370.147049,1370.275634,-797.749150
0.166579,-0.357398,6.842350,7094.399062,-0.382557,2870531.135062,15097.676042,1.150296,18095.274742,0.176994,0.013445,0.106166,6577.442058,353.246661,1822.635893
-0.637662,-0.090977,8.695331,7118.464332,-0.132610,1195417.393965,19351.958726,1.114765,18244.665930,0.172005,0.010498,0.102666,6898.484727,-2628.809784,118.017683
-0.849523,0.044787,2.549339,4095.322191,0.031228,1176136.678094,5343.367574,1.094473,1450.286776,0.245732,0.014560,0.100009,4317.538819,-1171.126443,-6.743499
-0.428180,0.585087,3.255452,5911.219605,0.296001,1244834.247244,3912.700064,1.034261,6785.802045,0.645705,0.024764,0.119359,5151.559848,-2975.259850,-1452.918038
0.038512,-0.214180,6.959911,3498.167806,-0.118520,3249505.794890,14409.378134,1.295338,3221.098727,0.450934,0.022808,0.100276,3450.196459,-9.573202,826.376004
0.235729,-0.232761,6.591230,6082.821114,-0.246569,1248077.495648,12269.533097,0.885851,5385.062567,0.479586,0.015435,0.080839,5632.106313,1178.307016,1847.227119
0.903734,0.310500,8.266571,7366.028075,0.199630,2423405.969329,16738.357252,0.740182,12618.621642,0.600713,0.018696,0.084146,7153.356622,3746.118049,-2736.627780
0.217974,0.290354,9.067380,3521.835611,0.318262,3213653.482084,7379.908070,0.738685,1919.937635,0.387193,0.019993,0.108774,4373.464211,410.909492,-954.026586
0.742207,0.124214,3.871299,3384.154113,0.212174,3780324.943717,8286.334702,0.595736,14115.677174,0.576913,0.019718,0.089860,3449.859541,1863.970179,-555.125827
0.750137,0.559523,5.619369,6756.230983,0.398476,1986514.536060,17628.768536,0.988579,11410.841432,0.218889,0.015179,0.084985,6741.571752,824.264129,-1720.978052
-0.978677,0.269756,6.664557,5792.637130,0.135014,3200776.562192,5572.914231,1.049589,12214.886038,0.535131,0.012322,0.117110,5599.171762,-3818.605813,-7.595584
0.422682,0.548823,8.807746,3340.723830,0.495545,1002184.684877,9227.971210,0.964304,13274.182295,0.482550,0.016914,0.089094,2486.678395,341.640522,-1386.979362
0.152650,0.239248,4.009006,5733.214458,0.186205,1086616.218690,4668.108497,0.594271,19699.831829,0.489888,0.014777,0.096251,5369.878948,849.672338,-2471.482966
-0.738931,-0.385086,4.107857,6673.743193,-0.203778,3955401.030388,16481.678067,0.473687,2723.736659,0.459404,0.012126,0.115100,7453.930397,-3413.946764,468.417220
0.608714,0.452447,8.634476,2576.484826,0.359211,2462972.659156,2601.706555,0.861005,17663.367942,0.346013,0.017547,0.096967,2672.784984,574.058427,-945.035766
-0.430215,0.486217,6.721009,6718.055415,0.326539,3968889.804080,4650.341855,1.231518,14461.924316,0.132891,0.021425,0.084657,7019.092312,-1444.725188,-671.146967
0.509784,0.579939,3.760260,3879.205631,0.560000,1707734.701615,6611.728989,0.825909,19619.702743,0.600371,0.019319,0.119769,3781.471678,704.131593,-2619.335431
-0.039693,0.009173,6.015299,5709.127224,0.006217,2496618.183822,12537.609078,1.162767,11992.381468,0.300709,0.020152,0.102245,5724.697458,-934.975375,-135.245668
0.576949,-0.284218,4.126796,4111.042982,-0.174414,2563045.477538,3614.227002,0.502997,955.367741,0.466003,0.018988,0.081162,3341.938553,943.854205,802.356934
0.770028,-0.210868,6.400924,5621.187568,-0.284453,3123230.280529,9757.507355,0.487311,8606.006790,0.361000,0.021997,0.114571,6593.399386,1843.594496,926.114319
-0.247509,0.449297,7.306456,3359.804701,0.239726,3522749.214331,15966.429911,0.337637,1651.744831,0.270687,0.024163,0.082119,2839.167299,-215.768117,-208.314082
0.869386,-0.228832,6.927296,4436.743368,-0.320301,2522638.635415,5683.188576,0.695303,16740.182666,0.483352,0.018389,0.092314,5025.827860,2388.060186,1227.143321
0.893324,-0.007245,9.210693,3221.630713,-0.004682,3257427.116052,5126.835828,0.860575,2618.330657,0.383649,0.019873,0.101226,3064.514251,1005.554553,15.524839
0.946595,-0.559883,2.850263,6063.774943,-0.403181,2126596.931110,14894.339059,0.795586,19009.207092,0.235063,0.020605,0.091645,5987.388658,1096.516391,1710.707223
-0.652302,-0.045135,5.342728,6101.009024,-0.026983,2619467.079668,2791.996160,0.525956,13197.422252,0.476155,0.024104,0.103141,6268.941668,-2802.282049,66.447167
0.248858,0.177701,7.528448,3049.920870,0.222294,3724154.897015,5207.254819,0.394047,8904.528936,0.276363,0.014146,0.113074,1906.935647,255.576280,-255.362022
0.076770,0.424728,2.034239,4996.566889,0.225475,1385620.741416,8922.874960,1.160745,13907.278235,0.597550,0.019010,0.096043,4940.391696,-805.755363,-3326.286118
0.593861,0.169191,4.253422,6972.683026,0.097220,1949333.409788,17149.555323,0.381914,15107.445444,0.620898,0.021391,0.118795,6701.326444,3108.558002,-1479.943997
0.407541,0.248803,4.840969,7377.032367,0.445333,2525474.243120,7396.485336,0.997846,5830.537548,0.597765,0.012663,0.106121,6757.561207,2800.252210,-2970.552751
0.546776,0.095471,7.732928,7285.886031,0.114381,2413901.988635,15012.641769,0.317381,19050.894878,0.345305,0.019096,0.085207,8446.550201,2333.117576,-637.160789
-0.408005,0.173296,7.778379,3013.168690,0.087299,1296093.313275,8743.710838,0.984685,7099.462262,0.582957,0.011940,0.081889,3209.409020,-2074.427798,-463.229647
0.742022,0.221913,8.640372,6383.001048,0.118416,2394814.819694,12203.847273,0.994220,6036.316808,0.136818,0.022191,0.091287,6152.783143,766.831963,-434.912635
0.380064,-0.599966,5.464217,4317.854861,-0.560000,3245681.237207,7263.303678,0.845404,6494.696972,0.175624,0.019827,0.097926,4762.648483,169.845827,878.294644
0.641562,-0.207875,8.438690,7410.101069,-0.314444,2955910.454456,8624.535104,0.332272,14290.685484,0.227326,0.016120,0.082432,9463.636062,1668.014994,919.233265
-0.120519,0.317237,2.086466,3313.060630,0.212100,3162510.361159,11348.702861,1.186199,7442.138346,0.620337,0.022069,0.107193,3097.452332,-1112.423263,-1300.011759
0.757290,-0.578834,3.257708,2944.619378,-0.370082,751949.927262,11857.702899,0.997521,5652.454218,0.197140,0.023100,0.098226,2852.523480,283.559414,588.046949
0.720106,0.101015,5.462009,5243.203761,0.061672,654217.274272,1479.938350,0.808680,7034.058051,0.535296,0.018482,0.105748,5158.302735,2692.696832,-686.351424
0.242062,0.448580,2.498537,6599.046050,0.232130,784756.828320,13004.817978,0.670129,12618.831574,0.625517,0.016492,0.081242,6795.292891,532.002027,-4660.254284
0.329998,0.407125,4.769500,5766.777216,0.287141,512722.440438,12807.242500,0.307451,5419.159940,0.272539,0.023917,0.113739,6319.955182,449.536808,-1220.012328
0.018996,-0.039404,5.511609,6140.261644,-0.063684,2345271.228849,5507.662307,1.031068,20097.907932,0.410669,0.018846,0.098671,5793.116629,53.666973,782.388337
0.336624,-0.325930,7.135017,4567.700495,-0.349568,577312.956711,11627.387971,0.804303,2695.909630,0.243754,0.022576,0.092487,3966.703077,379.738668,637.112544
-0.709334,-0.414812,4.588530,3550.394601,-0.250543,3074353.307214,11556.358790,0.513253,8273.993579,0.127936,0.024132,0.094610,3616.462777,-446.406560,75.810386
0.661348,-0.048184,9.938071,3578.171476,-0.030503,2240889.924252,12317.128166,1.075433,12383.668769,0.557902,0.019522,0.091446,3412.179636,1791.063098,221.823884
0.250936,0.431395,3.661575,6880.343950,0.321618,3970010.810959,9831.934738,1.026095,2716.530405,0.396460,0.014344,0.089066,6832.298261,431.195978,-2545.875044
-0.914885,0.165691,9.943493,4529.766798,0.116905,3718185.990061,1175.286869,1.277185,4768.109731,0.215540,0.022540,0.095014,5043.324736,-1380.808824,-17.924374
0.046485,-0.518966,6.190913,5357.562252,-0.560000,3763747.639510,5606.774476,0.364471,7333.752844,0.342348,0.012016,0.084984,7062.556095,-245.529859,1911.119622
-0.251024,-0.028679,3.133809,6888.483325,-0.023724,1655440.036124,17413.952010,0.431074,2845.262545,0.407910,0.012807,0.081376,6490.414601,-2018.671149,167.717960
0.971230,-0.217793,8.210811,6777.673495,-0.399223,3518928.421902,16575.447206,0.474433,15199.279620,0.503338,0.015139,0.086603,6256.801207,2882.172063,1331.390211
-0.105274,0.088852,7.360003,4940.157865,0.057147,1737317.108052,17834.160446,0.509938,9057.808881,0.252158,0.022541,0.098364,4656.363345,-362.075389,-242.532274
0.309577,0.061486,3.836687,3657.948151,0.063086,2002870.387529,10573.519783,0.935697,6467.246642,0.564786,0.016320,0.094679,3995.221707,1764.744103,-489.597522
-0.018190,0.441330,2.211670,5151.339658,0.229606,816018.547362,8957.242049,0.654566,12530.496381,0.110640,0.011940,0.097902,5505.039286,-442.501541,-1004.205758
0.972106,0.269479,2.798193,6638.830016,0.168106,1291496.530538,10646.240056,0.420307,15732.291394,0.411191,0.016899,0.091829,6148.485813,2416.278155,-1425.401099
-0.439441,0.261301,4.753412,4764.994581,0.154950,2771407.687794,3482.763577,0.581374,3092.884185,0.499276,0.011974,0.086679,5014.718393,-2375.877766,-700.692072
0.936936,-0.044674,6.591506,2742.726412,-0.038007,1489192.770222,7677.839788,1.045312,6435.713912,0.345657,0.017345,0.085674,3166.708765,1085.898298,101.893520
-0.113492,0.484096,6.160842,2537.173712,0.560000,3662378.060446,12093.055110,0.621462,5200.402383,0.637134,0.018456,0.117824,2658.095900,-663.137231,-1088.358804
-0.667871,0.134788,6.403459,5102.470359,0.067871,2103098.828252,15571.248226,0.578149,1304.327850,0.204562,0.010926,0.095605,5493.409305,-1092.698259,-69.871526
0.249635,-0.565604,2.506634,5721.321429,-0.534645,732234.850456,5166.076482,0.896618,6375.078565,0.183452,0.020010,0.097094,5646.067474,116.648062,1217.355294
0.864643,0.028778,3.515233,3313.719911,0.040439,2232253.225818,15036.393796,0.749814,16150.598600,0.562944,0.022129,0.105754,3574.300606,2025.731626,-125.828189
0.942698,0.143650,6.092942,5398.039157,0.158269,3333270.509446,16959.616797,0.997030,9755.248847,0.597454,0.018302,0.112017,5064.019323,3138.542975,-961.736438
0.173511,-0.131571,5.707950,5987.141547,-0.193734,1806208.985878,17261.223602,1.181352,17889.835768,0.452618,0.020291,0.104360,5304.276880,1359.821789,1407.763923
-0.507513,0.400803,5.783896,2828.037254,0.280122,1198245.308298,2280.854705,1.043570,9067.561791,0.137023,0.018637,0.103493,2915.504821,-726.827831,-219.165872
0.647491,0.199654,2.098071,2775.955487,0.375043,1012539.218527,11783.647579,0.706459,4586.562289,0.572336,0.024167,0.105091,2590.524943,1146.313549,-631.132579
0.426674,-0.426264,9.578358,3122.666140,-0.240877,1177979.590590,11311.893633,0.756025,778.336733,0.315442,0.019995,0.084644,3199.830971,339.145083,690.930418
0.972226,0.061679,9.829505,3430.441026,0.049810,584809.320306,1328.391820,1.249750,10200.672859,0.648316,0.011158,0.106857,8347.836663,6202.506915,-811.956436
0.446991,0.522347,6.345770,6315.144437,0.423241,1036813.276279,16204.068329,0.509063,18355.731583,0.436167,0.021668,0.104489,6266.856613,824.233657,-2627.939581
-0.683776,0.274288,5.323267,6465.748026,0.138673,904346.212805,19983.274984,0.825062,7713.120224,0.271618,0.019550,0.095539,6468.306996,-2068.750962,-223.293300
0.147743,0.089769,5.191657,5630.044402,0.058193,669360.419245,15135.740932,0.617657,15883.897035,0.310240,0.013260,0.091226,5550.570958,922.233638,-840.927897
0.621548,0.544850,6.346633,6590.768558,0.560000,1370329.387185,11331.610953,0.752821,8207.086908,0.119858,0.020417,0.106264,7539.025119,411.537469,-983.783991
0.303389,-0.152582,2.266858,5794.435604,-0.174710,1697531.026195,9968.774849,0.529397,9665.879747,0.611224,0.017967,0.091099,6033.538661,2688.773996,1747.594153
0.954437,0.245951,6.956648,7123.809739,0.163467,3079589.127510,2356.809636,1.238674,6548.653104,0.596414,0.017996,0.107416,7470.716598,4300.035020,-2373.805158
-0.483343,-0.015148,7.228981,5984.577416,-0.008239,1964649.842208,13122.537119,1.019591,2467.216128,0.125831,0.020404,0.097603,6023.520654,-793.695470,11.996772
0.442729,-0.137967,9.925966,4774.849082,-0.127524,1614595.026237,8507.283817,1.094916,13137.609415,0.148273,0.014086,0.119649,4235.523967,892.163798,426.786005
0.915263,0.454961,6.164416,6419.352130,0.560000,1225720.329676,11789.622886,0.871668,5240.579332,0.421843,0.023032,0.098071,6360.864185,1635.897326,-2022.160074
-0.922391,-0.003143,7.052715,5836.804695,-0.003174,2898520.360542,11837.751972,0.947058,5878.066420,0.519551,0.021143,0.106193,5278.809871,-3215.517163,0.754692
0.295510,-0.090997,4.865261,7280.065915,-0.108753,3262792.969367,7553.483590,0.713884,14445.943514,0.342871,0.017596,0.085728,7351.517353,1995.890890,814.083265
-0.048857,0.075974,2.233230,2700.747105,0.046834,1465085.376306,16618.876963,0.846438,15828.756594,0.122795,0.019253,0.096364,2745.633501,-234.992447,-218.513631
0.016357,-0.179504,8.480214,7322.254850,-0.171216,3916698.276652,15242.160531,0.430740,14317.801602,0.569195,0.022254,0.082089,6852.944058,39.345144,1348.096951
-0.850973,0.376526,3.594281,6015.046807,0.357018,2190878.458379,6654.585436,0.653735,11343.836311,0.144935,0.023944,0.080741,6111.042350,-1159.486950,-49.860935
0.629757,-0.342586,9.550073,6626.697713,-0.476518,1869033.181748,13064.975286,1.259026,11156.383320,0.115272,0.012006,0.100920,4075.343403,616.796395,636.601046
0.084924,-0.063836,7.455115,4091.075353,-0.044495,3258478.769381,10509.610930,0.618530,4609.589269,0.344340,0.014955,0.105751,3889.722384,329.725298,286.787813
-0.770180,-0.281010,6.222108,4045.356921,-0.203306,3827847.295689,4001.258990,1.289372,15630.296144,0.122609,0.021859,0.117487,4443.980998,-1442.192513,116.385448
-0.179074,0.145178,9.747632,3359.763077,0.139895,2014371.909861,18615.778447,0.378244,9936.840444,0.513750,0.017920,0.092072,3029.872400,-475.893790,-291.955979
0.418199,-0.207392,8.592129,5120.794953,-0.328562,1739992.220567,521.484141,1.155862,15556.424721,0.192917,0.015556,0.097837,3533.614266,823.190451,628.687382
0.172679,0.140539,9.295700,3062.607306,0.133781,2968311.880188,2448.219223,0.630227,13281.056340,0.360491,0.012087,0.090937,2702.657211,469.623607,-500.663122
0.439572,0.326726,4.160168,6121.020555,0.479710,2741407.983593,11773.598170,0.900211,6985.966254,0.428556,0.012702,0.089844,7002.829387,1787.424502,-2550.138928
-0.191798,0.539577,6.777620,5691.890360,0.324122,3667420.969867,11708.062476,0.903563,8260.999621,0.248615,0.020671,0.116911,5838.849265,-898.559039,-1076.472082
-0.512722,0.250673,8.322898,7420.398636,0.145369,3739354.698814,14564.689766,0.385622,2040.125039,0.404425,0.019305,0.108323,7742.667191,-2195.366919,-486.408234
0.043053,0.074271,3.410776,4408.237336,0.057483,3689892.644490,6987.202044,1.195584,18296.724598,0.316266,0.023756,0.115555,5336.191063,120.642725,-700.841311
-0.532250,0.281866,7.552999,4299.920934,0.417888,2680700.639777,17218.832871,0.487717,20186.728062,0.158233,0.018414,0.111974,3928.156493,-722.218381,-156.260394
-0.612170,0.007699,3.242190,4858.220046,0.008692,2688452.676254,16047.536695,0.809278,5814.428926,0.542639,0.018811,0.091353,4837.927203,-2805.443090,-12.701291
-0.532091,0.552773,8.140138,5368.987716,0.386719,3383260.793681,3830.214509,0.819465,14391.630744,0.354874,0.017159,0.084867,6124.170101,-2453.564956,-916.440156
-0.430591,-0.122517,9.118575,2615.695156,-0.109152,2269144.789615,3911.590270,0.553994,11488.448894,0.375276,0.019049,0.106616,2529.614586,-777.229419,124.301148
-0.013127,0.323793,7.960932,2782.773048,0.235860,2823527.178384,13553.510045,0.959348,2644.045946,0.571005,0.011304,0.099329,2480.747670,-313.958048,-1120.910244
-0.075634,0.184558,5.567096,3065.505317,0.115163,3338985.811638,878.780068,0.841388,1149.067395,0.572163,0.011547,0.096019,2919.602987,-656.072317,-1042.660012
0.639556,0.571519,6.019468,4826.363980,0.294027,858434.631163,12634.867155,0.818591,14147.080883,0.300358,0.018872,0.105296,5600.189994,727.954784,-1885.303843
0.107389,-0.087536,4.421928,5238.512109,-0.079443,2066137.326650,3634.859941,0.591410,2020.217462,0.332507,0.020925,0.086900,5012.596723,445.114131,421.576329
-0.967861,-0.236133,3.881277,4837.888047,-0.272968,2755161.500334,8998.303005,0.756660,13515.961696,0.485126,0.016410,0.104353,4897.798580,-3043.190532,26.157450
-0.432097,0.252057,8.208115,6087.523704,0.191347,2534349.021650,2927.903219,1.101692,5358.444363,0.532720,0.019128,0.112043,6004.473070,-3091.084210,-869.487472
-0.571467,0.290735,5.325380,4584.705641,0.437197,2573309.466247,14782.563223,0.964853,10105.947482,0.512204,0.017465,0.119600,4755.626636,-2685.399933,-461.654632
0.205613,-0.548120,8.732871,6799.923155,-0.489356,2890585.569911,14863.976152,1.175351,6537.830453,0.118120,0.020132,0.108322,7328.617627,15.354048,1034.572074
0.841706,-0.123088,8.422187,4703.136743,-0.070220,1855517.235483,13933.337147,0.997191,11763.691310,0.594196,0.012108,0.087558,4554.178698,3137.284951,875.852829
0.563436,0.351870,3.360448,6188.236077,0.392432,1858436.840246,19625.525613,1.253423,19525.377763,0.343922,0.013437,0.113319,5847.690709,1710.172735,-2323.154207
-0.245344,-0.063941,4.962907,3944.534966,-0.039467,1649146.107562,9318.810642,1.110477,9979.622398,0.126839,0.024400,0.093013,4062.467695,-738.396304,129.895129
0.533847,0.421718,5.381544,6180.058746,0.321148,1435531.599500,8386.970859,0.982745,6141.907046,0.577526,0.014960,0.100566,5912.108560,1721.128433,-3101.157914
0.212263,0.460195,7.056106,5810.026253,0.332516,2616082.930962,9137.975043,1.143310,15717.822613,0.117435,0.018890,0.099783,5944.709707,86.803279,-1172.148086
0.201048,-0.103326,3.787704,7105.586873,-0.071507,1947680.454664,12066.067678,0.342749,12455.981071,0.484455,0.022115,0.117980,6133.626936,963.624475,616.102354
0.794990,-0.185517,4.430289,7451.472499,-0.112326,1611928.948117,116.215109,0.327983,7743.278000,0.319852,0.024058,0.101183,7469.109749,1877.559413,810.427171
-0.519701,0.374209,6.897932,3797.063735,0.346661,3374475.886743,15778.525115,1.209574,9564.941701,0.344464,0.015625,0.093273,3792.408001,-1623.049127,-448.621923
-0.628791,-0.421415,5.074459,4750.068275,-0.235175,3127762.644778,7331.398292,0.419743,17387.035839,0.391505,0.020974,0.104313,3783.032941,-1188.238423,285.392570
0.437260,-0.512891,7.196866,3536.901743,-0.560000,3851428.576715,18466.053816,0.612863,18211.330770,0.328254,0.019171,0.095601,3174.498424,368.205567,978.982830
0.448256,0.561573,2.591848,6530.427458,0.395961,2091602.205673,14111.586902,0.553080,14622.458396,0.269010,0.012867,0.101809,6293.559900,469.749584,-1949.274415
-0.419975,-0.390751,8.035113,3856.170620,-0.195438,1706578.387446,19083.459459,0.926299,12946.551361,0.264542,0.015649,0.115387,3680.624242,-1213.893292,564.228436
-0.352458,-0.478739,7.858186,7462.962830,-0.349706,3653638.555177,14335.630928,1.051779,2003.671199,0.118866,0.024072,0.109381,7786.988443,-668.860399,456.965738
-0.122473,0.408432,3.666128,5347.186461,0.419860,1741666.229530,6797.655825,0.987438,14744.491525,0.223733,0.013131,0.089448,5193.671273,-1071.255475,-1328.111495
-0.155094,0.516346,4.811708,4434.152056,0.412416,2138290.076572,4239.655625,0.474469,14520.681540,0.179565,0.016700,0.084947,4026.808188,-435.476684,-598.670350
0.465165,0.504571,4.590151,6710.127518,0.440812,3295020.847022,13294.935783,0.685646,13562.341068,0.573325,0.020842,0.080383,6913.199434,1351.739289,-3759.421130
0.557543,0.416442,6.771320,5841.184471,0.317809,2673231.397486,19469.917201,0.773742,18693.934616,0.497481,0.017323,0.116799,6109.352457,1734.204019,-2731.147908
-0.827259,-0.156187,9.073237,3887.353251,-0.105145,1914885.042213,9758.114482,0.955810,10857.207658,0.627465,0.016935,0.102397,4029.820575,-3348.259257,104.116352
-0.465247,0.388664,3.814397,6294.037334,0.264068,861997.598499,13474.782794,1.288092,19583.628541,0.307146,0.013827,0.109611,6044.951049,-3244.712997,-962.754066
-0.100956,-0.089355,8.650181,5797.019535,-0.053793,3624618.010165,5136.174589,1.194610,2317.667029,0.387146,0.023375,0.083191,5795.022238,-986.321306,616.394502
-0.866439,0.111341,2.036538,2824.970196,0.139383,3778876.234410,1451.431263,0.317847,1645.406708,0.528434,0.013457,0.114960,50.443533,-29.661178,-0.423527
-0.948385,0.002923,6.211989,5551.446488,0.001485,1057491.916432,12042.546826,1.051016,20624.652943,0.380887,0.014402,0.090016,5572.395838,-3734.995687,-0.499585
0.404655,-0.087416,3.317111,3408.733212,-0.043779,1981989.560735,3217.381486,0.518951,1343.500273,0.206026,0.018312,0.083408,3074.038364,402.252962,123.266883
0.266399,0.395156,6.837260,6391.611822,0.329542,3275367.266126,4031.603330,0.944800,4885.092264,0.381869,0.016982,0.101712,7481.162021,610.845636,-2281.361139
-0.690015,-0.270142,7.587407,6536.465491,-0.321339,1730958.570670,19778.989686,1.257422,7701.357009,0.499664,0.018076,0.105254,6523.744371,-3911.756689,434.857399
-0.045195,0.211052,2.553582,2640.449785,0.212732,581836.462889,15819.678393,1.169178,18558.369661,0.359798,0.019092,0.111539,2737.555200,-772.748733,-1149.260356
0.905706,0.299800,4.047763,4007.043139,0.278814,1956749.356748,12784.980126,0.826172,18626.893822,0.153202,0.016177,0.087400,4207.270732,1026.197738,-720.336661
-0.570594,0.456548,4.359923,3809.695236,0.247341,855546.773763,9452.541420,0.618389,17349.454574,0.344411,0.024049,0.119404,3742.230363,-1638.193984,-443.533378
-0.752507,0.234497,7.256398,5769.066651,0.223663,1588147.741675,4969.079465,0.550851,8717.920137,0.302444,0.016147,0.083058,5400.169174,-1793.340832,-122.317327
-0.381588,-0.081915,5.609673,5490.216401,-0.065669,3858635.537241,13335.799169,0.928536,7584.016234,0.396682,0.014301,0.092952,5798.962045,-2393.825786,304.045257
0.859757,0.560034,2.132418,5224.219925,0.441803,1782746.625643,8422.128798,1.196569,10399.809633,0.200334,0.010075,0.080164,5321.957771,747.557329,-1454.517922
0.286164,0.544272,9.440622,4588.778860,0.560000,1731843.259759,3990.732313,0.856023,11873.489258,0.533114,0.019497,0.106920,4531.750142,253.139520,-2432.326913
-0.255916,-0.584387,9.572457,5413.172713,-0.335237,2029768.606384,15737.522960,0.767391,1403.139171,0.226067,0.014594,0.082153,5046.693476,-719.504696,763.505346
-0.425308,0.574560,8.475700,6651.630508,0.439144,3319994.989367,7743.541816,0.542819,13427.329701,0.633175,0.016449,0.104673,6343.256236,-3359.069913,-1881.703594
-0.231993,-0.285569,6.901611,2656.720471,-0.176833,1988825.536856,16742.463867,1.049815,13266.155481,0.185563,0.024032,0.101653,2448.686613,-458.628229,364.202455
-0.289693,0.314820,7.863802,6915.712168,0.205844,2940280.963177,18542.301508,0.485512,5094.885398,0.143504,0.020530,0.091143,7356.468516,-656.243390,-421.573387
-0.408874,0.029718,3.494877,5550.101373,0.029636,3526038.840297,19896.708189,0.833899,8442.123910,0.468914,0.018886,0.119847,5636.841124,-2663.510593,-106.687092
0.531206,-0.442556,6.018816,3115.464929,-0.304081,2788415.876555,18533.085430,0.327861,9610.539012,0.434978,0.015059,0.084904,3746.362788,610.862997,1022.469497
-0.835749,-0.550951,9.556208,4391.440019,-0.376238,2536822.744726,4628.860921,0.650128,8022.133311,0.559331,0.013556,0.110426,3996.698446,-2540.645366,266.441588
0.835456,-0.506376,6.627375,4002.801459,-0.254080,2235066.200454,18156.028682,0.904288,5660.959658,0.360971,0.015366,0.082170,3857.102325,771.808699,1158.297472
-0.692301,-0.224259,4.318884,5399.420234,-0.149372,2799826.247883,12271.042224,0.768885,9874.883934,0.447298,0.011807,0.096884,5155.177884,-2745.128153,266.864492
