experiment,phase,study_id,operator_id,input_device_model,block,repetition,pair_id,order_position,order_seed,filter,variant,delay_s,camera_delay_s,latency_profile,convoy,terrain,path,speed_mps,bumpiness,seed,run_dir,rc,wall_s,status,sim_diag_csv,collision_csv,shield_csv,sim_s,rt_factor,collisions,near_misses,collision_source,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,speed_ratio,progress_m,final_x_m,final_y_m,min_clearance_m,goal_distance_m,goal_reached_log,reached_goal,clean_success,intervention_rate_pct,filter_solve_ms,mean_abs_dsteer,mean_abs_dthrottle,contact_run
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed911,20,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,cut_in,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0020_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1,0,34.77725267410278,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0020_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0020_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0020_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/cbf_filter_log.csv,25.0,0.95,0,0,chrono_body_contact,246,0.01771180332760447,0.02795,0.01687603240740741,0.0003845092592592593,7.690185185185186e-05,0.15854692520006447,0.052574,0.011838,5.890597,40.0,0,0,0,100.0,,0.06908339920948615,0.1448501976284585,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed911,21,20260719,none,none_delay0.00,0.0,0.0,5g_nhits_geforce,oncoming,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0021_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1,0,20.37070083618164,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0021_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0021_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/collision_log.csv,,10.1,0.84,0,3,chrono_body_contact,100,0.19453620560039714,0.325077,0.16110797142857144,5.311389471428572,1.0622778942857143,39.728341847204035,39.752077,-0.285619,0.24349,40.0,1,1,1,,,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed911,22,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,lead_brake,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0022_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1,0,27.20946478843689,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0022_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0022_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/collision_log.csv,,17.7,0.95,0,0,chrono_body_contact,174,0.6460881971556033,1.243632,0.5095563472222222,2.7207254999999995,0.5441450999999999,40.152188514631504,39.551481,1.243632,1.326001,40.0,1,1,1,87.8,1.558,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed911,23,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,cut_in,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0023_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1,0,23.74381136894226,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0023_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0023_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/collision_log.csv,,14.1,0.93,0,0,chrono_body_contact,139,1.9393746627030075,3.597519,1.5283537981651374,3.6065290275229356,0.7213058055045871,40.55345675942,40.009938,-1.579265,1.528041,40.0,1,1,1,72.7,0.954,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed912,24,20260719,none,none_delay0.00,0.0,0.0,5g_nhits_geforce,stalled,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0024_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2,0,22.5426344871521,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0024_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0024_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,13.5,0.94,0,1,chrono_body_contact,133,3.155272246154014,5.385109,2.449517951456311,3.877633504854369,0.7755267009708737,41.53672190331696,39.937937,-1.642491,0.975192,40.0,1,1,1,,,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed912,25,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,oncoming,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0025_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2,0,21.379541873931885,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0025_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0025_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,10.2,0.81,0,0,chrono_body_contact,101,1.9044119659091587,2.555057,1.6199235352112675,5.131085845070423,1.0262171690140847,40.10877780979983,39.871608,-2.015394,1.41392,40.0,1,1,1,55.8,0.856,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed912,26,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,stalled,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0026_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2,0,26.648037672042847,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0026_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0026_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,16.7,0.93,0,0,chrono_body_contact,164,2.920425812753194,5.372977,2.18924578358209,2.9195306791044775,0.5839061358208955,41.72144696203667,39.838184,-0.16872,1.291623,40.0,1,1,1,27.2,0.683,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed912,27,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,stalled,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0027_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2,0,35.432011127471924,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0027_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0027_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0027_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/cbf_filter_log.csv,25.0,0.93,0,0,chrono_body_contact,246,0.07173395079053237,0.093618,0.07030787037037037,0.1654168611111111,0.03308337222222222,5.659695304092844,5.349283,0.057299,6.88457,40.0,0,0,0,85.8,,0.5474484581497797,0.20327312775330397,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed912,28,20260719,none,none_delay0.00,0.0,0.0,5g_nhits_geforce,cut_in,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0028_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2,0,21.98975896835327,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0028_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0028_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,13.0,0.94,0,0,chrono_body_contact,128,1.331096709018027,1.985975,1.1257396224489797,3.991968112244898,0.7983936224489796,39.941172008099855,39.597982,-0.507465,1.104452,40.0,1,1,1,,,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed912,29,20260719,none,none_delay0.00,0.0,0.0,5g_nhits_geforce,oncoming,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0029_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2,0,20.727414846420288,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0029_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0029_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,10.1,0.82,0,3,chrono_body_contact,100,1.0267234546592656,1.737621,0.8456624571428571,5.279688142857144,1.0559376285714288,39.98206253722963,39.825344,-0.531045,0.256592,40.0,1,1,1,,,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed912,30,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,lead_brake,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0030_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2,0,34.88659071922302,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0030_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0030_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,25.0,0.95,0,0,chrono_body_contact,246,2.303282029243032,7.339991,1.2517774907407409,0.7363705416666667,0.14727410833333335,16.689219375040533,13.964082,7.339991,2.565602,40.0,0,0,0,87.0,3.585,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed912,31,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,lead_brake,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0031_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2,0,35.5140860080719,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0031_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0031_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0031_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/cbf_filter_log.csv,25.0,0.93,0,0,chrono_body_contact,246,0.007530320704461201,0.018124,0.005407949074074075,-0.0003500694444444444,-7.001388888888888e-05,0.30496972942296274,0.0535,-0.000948,5.231721,40.0,0,0,0,100.0,,0.38450079051383396,0.13869802371541504,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed912,32,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,oncoming,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0032_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2,0,23.033490657806396,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0032_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0032_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0032_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/cbf_filter_log.csv,11.9,0.82,0,2,chrono_body_contact,117,1.1226323375220841,1.644453,1.004186206896552,4.212559183908047,0.8425118367816093,39.94255843561886,39.746514,-1.644453,-0.183369,40.0,1,1,1,16.5,,0.16424077669902915,0.1187242718446602,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed912,33,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,cut_in,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0033_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2,0,23.537537574768066,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0033_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0033_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,13.7,0.92,0,0,chrono_body_contact,134,2.3521700544444695,4.115359,1.9252028557692307,3.7669921634615386,0.7533984326923078,41.07627054804003,39.650425,0.738525,1.39806,40.0,1,1,1,87.0,2.508,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed912,34,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,cut_in,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0034_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2,0,35.157867670059204,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0034_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0034_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0034_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/cbf_filter_log.csv,25.0,0.94,0,0,chrono_body_contact,246,0.012977902865704716,0.021602,0.012670930555555555,9.12592592592593e-05,1.825185185185186e-05,0.16827536534066934,0.054206,0.011898,5.894806,40.0,0,0,0,100.0,,0.18712213438735176,0.20387549407114625,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed912,35,20260719,none,none_delay0.00,0.0,0.0,5g_nhits_geforce,lead_brake,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0035_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2,0,26.802298545837402,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0035_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0035_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/collision_log.csv,,17.7,0.95,0,2,chrono_body_contact,174,1.2297608580527257,2.132247,1.020596284722222,2.727087694444444,0.5454175388888889,40.41551365281256,39.555649,-0.529595,0.054887,40.0,1,1,1,,,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed913,36,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,lead_brake,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0036_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3,0,34.851706981658936,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0036_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0036_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0036_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3/cbf_filter_log.csv,25.0,0.95,0,0,chrono_body_contact,246,0.015584553158734048,0.025455,0.013598370370370368,-0.0001205416666666666,-2.410833333333332e-05,0.3080631715987461,0.05274,-0.016098,5.227739,40.0,0,0,0,100.0,,0.46387588932806323,0.12846679841897232,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed913,37,20260719,none,none_delay0.00,0.0,0.0,5g_nhits_geforce,stalled,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0037_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3,0,23.48573088645935,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0037_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0037_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3/collision_log.csv,,14.6,0.96,0,1,chrono_body_contact,144,1.8991281599871748,3.879187,1.3105495701754388,3.3806065000000003,0.6761213,41.00406292540931,39.860593,0.07432,-0.031118,40.0,1,1,1,,,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed913,38,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,cut_in,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0038_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3,0,34.56533598899841,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0038_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0038_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0038_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3/cbf_filter_log.csv,25.0,0.96,0,0,chrono_body_contact,246,0.025431928916554217,0.032844,0.025013194444444446,4.9768518518518624e-05,9.953703703703725e-06,0.18492313889536527,0.053151,0.01841,5.861799,40.0,0,0,0,100.0,,0.07113636363636365,0.18854584980237152,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed913,39,20260719,dob_cbf,dob_cbf_delay0.00,0.0,0.0,5g_nhits_geforce,stalled,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0039_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3,0,34.423786878585815,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0039_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0039_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3/collision_log.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0039_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3/cbf_filter_log.csv,25.0,0.96,0,0,chrono_body_contact,246,0.12108444209269062,0.134125,0.1190434537037037,0.16646254166666663,0.033292508333333325,4.316898470085927,4.027608,0.128698,8.206402,40.0,0,0,0,41.9,,0.0501503355704698,0.3064114093959731,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed913,40,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,cut_in,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0040_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3,0,23.518861055374146,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0040_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0040_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3/collision_log.csv,,13.8,0.93,0,0,chrono_body_contact,136,1.975359781524552,3.605462,1.4964059716981133,3.6837045660377354,0.7367409132075471,40.692410558161555,39.791878,0.371533,4.339596,40.0,1,1,1,80.0,1.349,,,0
human_delay_compensation_rounds,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed913,41,20260719,mpsf,mpsf_delay0.00,0.0,0.0,5g_nhits_geforce,lead_brake,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0041_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3,0,25.098058462142944,ok,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0041_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0041_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3/collision_log.csv,,15.3,0.93,0,0,chrono_body_contact,150,3.428496214535203,5.753149,2.598115116666667,3.43601655,0.68720331,42.51317873841117,39.771152,-5.697074,1.565393,40.0,1,1,1,78.1,1.726,,,0
