idx,phase,study_id,operator_id,input_device_model,block,repetition,pair_id,filter,delay_s,convoy,terrain,path,speed_mps,bumpiness,seed,run_dir,command
10,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,1,0,b01_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed910,mpsf,0.0,stalled,clay,straight,5.0,0,910,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0010_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r0,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 910 --sim-seed 910 --sim-port 10420 --ctrl-port 10421 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0010_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r0/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0010_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r0/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
11,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,1,0,b01_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed910,dob_cbf,0.0,cut_in,clay,straight,5.0,0,910,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0011_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r0,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 910 --sim-seed 910 --sim-port 10422 --ctrl-port 10423 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0011_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r0/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0011_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r0/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
12,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed911,mpsf,0.0,stalled,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0012_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10424 --ctrl-port 10425 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0012_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0012_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
13,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed911,mpsf,0.0,oncoming,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0013_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10426 --ctrl-port 10427 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0013_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy oncoming --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0013_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
14,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed911,none,0.0,lead_brake,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0014_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10428 --ctrl-port 10429 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0014_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy lead_brake --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0014_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
15,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed911,none,0.0,cut_in,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0015_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10430 --ctrl-port 10431 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0015_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0015_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
16,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed911,none,0.0,stalled,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0016_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10432 --ctrl-port 10433 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0016_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0016_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
17,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed911,dob_cbf,0.0,oncoming,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0017_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10434 --ctrl-port 10435 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0017_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy oncoming --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0017_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
18,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed911,dob_cbf,0.0,lead_brake,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0018_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10436 --ctrl-port 10437 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0018_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy lead_brake --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0018_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
19,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed911,dob_cbf,0.0,stalled,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0019_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10438 --ctrl-port 10439 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0019_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0019_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
20,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed911,dob_cbf,0.0,cut_in,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0020_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10440 --ctrl-port 10441 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0020_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0020_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
21,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed911,none,0.0,oncoming,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0021_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10442 --ctrl-port 10443 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0021_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy oncoming --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0021_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
22,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed911,mpsf,0.0,lead_brake,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0022_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10444 --ctrl-port 10445 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0022_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy lead_brake --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0022_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
23,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,2,1,b02_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed911,mpsf,0.0,cut_in,clay,straight,5.0,0,911,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0023_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 911 --sim-seed 911 --sim-port 10446 --ctrl-port 10447 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0023_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 60.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0023_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r1/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
24,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed912,none,0.0,stalled,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0024_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10448 --ctrl-port 10449 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0024_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0024_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
